Year_Month,Contract_region,Card_type,Trip
2021-08,Outer Sydney Metro Contract 9,School Student,876
2021-08,Outer Sydney Metro Contract 9,Senior/Pensioner,928
2021-08,SBSC Contract 6,Adult,362709
2021-08,SBSC Contract 6,Adult Single Bus Trip 1,4
2021-08,SBSC Contract 6,Adult Single Bus Trip 2,2
2021-08,SBSC Contract 6,CTP,168199
2021-08,SBSC Contract 6,Child/Youth,8785
2021-08,SBSC Contract 6,Concession,25987
2021-08,SBSC Contract 6,Day Pass without SAF,33
2021-08,SBSC Contract 6,Employee,4122
2021-08,SBSC Contract 6,Free Travel,1340
2021-08,SBSC Contract 6,On Demand,1086
2021-08,SBSC Contract 6,School Student,1708
2021-08,SBSC Contract 6,Senior/Pensioner,176539
2021-08,Sydney Metro Contract 1,Adult,102937
2021-08,Sydney Metro Contract 1,Adult Single Bus Trip 1,6
2021-08,Sydney Metro Contract 1,Adult Single Bus Trip 2,4
2021-08,Sydney Metro Contract 1,Adult Single Bus Trip 3,2
2021-08,Sydney Metro Contract 1,CTP,39328
2021-08,Sydney Metro Contract 1,Child/Youth,6725
2021-08,Sydney Metro Contract 1,Concession,7440
2021-08,Sydney Metro Contract 1,Day Pass Child/Youth w/o SAF,1
2021-08,Sydney Metro Contract 1,Day Pass without SAF,81
2021-08,Sydney Metro Contract 1,Employee,481
2021-08,Sydney Metro Contract 1,Free Travel,393
2021-08,Sydney Metro Contract 1,On Demand,2667
2021-08,Sydney Metro Contract 1,School Student,1515
2021-08,Sydney Metro Contract 1,Senior/Pensioner,63547
2021-08,Sydney Metro Contract 10,Adult,55211
2021-08,Sydney Metro Contract 10,CTP,21285
2021-08,Sydney Metro Contract 10,Child/Youth,3642
2021-08,Sydney Metro Contract 10,Concession,3639
2021-08,Sydney Metro Contract 10,Day Pass Child/Youth w/o SAF,1
2021-08,Sydney Metro Contract 10,Day Pass without SAF,8
2021-08,Sydney Metro Contract 10,Employee,263
2021-08,Sydney Metro Contract 10,Free Travel,304
2021-08,Sydney Metro Contract 10,School Student,834
2021-08,Sydney Metro Contract 10,Senior/Pensioner,38653
2021-08,Sydney Metro Contract 12,Adult,17011
2021-08,Sydney Metro Contract 12,Adult Single Bus Trip 2,2
2021-08,Sydney Metro Contract 12,CTP,4972
2021-08,Sydney Metro Contract 12,Child/Youth,876
2021-08,Sydney Metro Contract 12,Concession,1214
2021-08,Sydney Metro Contract 12,Employee,106
2021-08,Sydney Metro Contract 12,Free Travel,54
2021-08,Sydney Metro Contract 12,School Student,436
2021-08,Sydney Metro Contract 12,Senior/Pensioner,7268
2021-08,Sydney Metro Contract 13,Adult,72183
2021-08,Sydney Metro Contract 13,Adult Single Bus Trip 1,3
2021-08,Sydney Metro Contract 13,Adult Single Bus Trip 2,1
2021-08,Sydney Metro Contract 13,CTP,23851
2021-08,Sydney Metro Contract 13,Child/Youth,3340
2021-08,Sydney Metro Contract 13,Concession,4137
2021-08,Sydney Metro Contract 13,Day Pass without SAF,2
2021-08,Sydney Metro Contract 13,Employee,307
2021-08,Sydney Metro Contract 13,Free Travel,377
2021-08,Sydney Metro Contract 13,School Student,574
2021-08,Sydney Metro Contract 13,Senior/Pensioner,50830
2021-08,Sydney Metro Contract 14,Adult,47929
2021-08,Sydney Metro Contract 14,Adult Single Bus Trip 2,2
2021-08,Sydney Metro Contract 14,CTP,17160
2021-08,Sydney Metro Contract 14,Child/Youth,3350
2021-08,Sydney Metro Contract 14,Concession,2390
2021-08,Sydney Metro Contract 14,Employee,19
2021-08,Sydney Metro Contract 14,Free Travel,115
2021-08,Sydney Metro Contract 14,School Student,631
2021-08,Sydney Metro Contract 14,Senior/Pensioner,9915
2021-08,Sydney Metro Contract 15,Adult,22203
2021-08,Sydney Metro Contract 15,Adult Single Bus Trip 2,1
2021-08,Sydney Metro Contract 15,CTP,9337
2021-08,Sydney Metro Contract 15,Child/Youth,2730
2021-08,Sydney Metro Contract 15,Concession,2015
2021-08,Sydney Metro Contract 15,Day Pass without SAF,2
2021-08,Sydney Metro Contract 15,Employee,153
2021-08,Sydney Metro Contract 15,Free Travel,286
2021-08,Sydney Metro Contract 15,School Student,325
2021-08,Sydney Metro Contract 15,Senior/Pensioner,18003
2021-08,Sydney Metro Contract 2,Adult,31870
2021-08,Sydney Metro Contract 2,CTP,11671
2021-08,Sydney Metro Contract 2,Child/Youth,2254
2021-08,Sydney Metro Contract 2,Concession,2256
2021-08,Sydney Metro Contract 2,Day Pass without SAF,5
2021-08,Sydney Metro Contract 2,Employee,144
2021-08,Sydney Metro Contract 2,Free Travel,175
2021-08,Sydney Metro Contract 2,School Student,380
2021-08,Sydney Metro Contract 2,Senior/Pensioner,26263
2021-08,Sydney Metro Contract 3,Adult,84810
2021-08,Sydney Metro Contract 3,Adult Single Bus Trip 1,1
2021-08,Sydney Metro Contract 3,Adult Single Bus Trip 2,1
2021-08,Sydney Metro Contract 3,CTP,29213
2021-08,Sydney Metro Contract 3,Child/Youth,5256
2021-08,Sydney Metro Contract 3,Concession,6641
2021-08,Sydney Metro Contract 3,Day Pass without SAF,10
2021-08,Sydney Metro Contract 3,Employee,310
2021-08,Sydney Metro Contract 3,Free Travel,378
2021-08,Sydney Metro Contract 3,School Student,1118
2021-08,Sydney Metro Contract 3,Senior/Pensioner,71936
2021-08,Sydney Metro Contract 4,Adult,127104
2021-08,Sydney Metro Contract 4,Adult Single Bus Trip 1,4
2021-08,Sydney Metro Contract 4,Adult Single Bus Trip 2,2
2021-08,Sydney Metro Contract 4,CTP,42769
2021-08,Sydney Metro Contract 4,Child/Youth,4390
2021-08,Sydney Metro Contract 4,Concession,8465
2021-08,Sydney Metro Contract 4,Day Pass without SAF,11
2021-08,Sydney Metro Contract 4,Employee,641
2021-08,Sydney Metro Contract 4,Free Travel,297
2021-08,Sydney Metro Contract 4,On Demand,251
2021-08,Sydney Metro Contract 4,School Student,1123
2021-08,Sydney Metro Contract 4,Senior/Pensioner,42483
2021-08,Sydney Metro Contract 5,Adult,30461
2021-08,Sydney Metro Contract 5,Adult Single Bus Trip 1,8
2021-08,Sydney Metro Contract 5,Adult Single Bus Trip 2,4
2021-08,Sydney Metro Contract 5,CTP,10784
2021-08,Sydney Metro Contract 5,Child/Youth,1341
2021-08,Sydney Metro Contract 5,Concession,1927
2021-08,Sydney Metro Contract 5,Day Pass Child/Youth w/o SAF,2
2021-08,Sydney Metro Contract 5,Employee,160
2021-08,Sydney Metro Contract 5,Free Travel,123
2021-08,Sydney Metro Contract 5,School Student,295
2021-08,Sydney Metro Contract 5,Senior/Pensioner,31418
2021-08,Sydney Metro Contract 7,Adult,214433
2021-08,Sydney Metro Contract 7,Adult Single Bus Trip 1,4
2021-08,Sydney Metro Contract 7,Adult Single Bus Trip 3,5
2021-08,Sydney Metro Contract 7,CTP,83594
2021-08,Sydney Metro Contract 7,Child/Youth,7173
2021-08,Sydney Metro Contract 7,Concession,12726
2021-08,Sydney Metro Contract 7,Day Pass without SAF,50
2021-08,Sydney Metro Contract 7,Employee,2204
2021-08,Sydney Metro Contract 7,Free Travel,433
2021-08,Sydney Metro Contract 7,School Student,1560
2021-08,Sydney Metro Contract 7,Senior/Pensioner,76778
2021-08,Sydney Metro Contract 8,Adult,249676
2021-08,Sydney Metro Contract 8,Adult Single Bus Trip 1,6
2021-08,Sydney Metro Contract 8,Adult Single Bus Trip 2,2
2021-08,Sydney Metro Contract 8,Adult Single Bus Trip 3,1
2021-08,Sydney Metro Contract 8,CTP,131807
2021-08,Sydney Metro Contract 8,Child/Youth,17361
2021-08,Sydney Metro Contract 8,Concession,11979
2021-08,Sydney Metro Contract 8,Day Pass without SAF,6
2021-08,Sydney Metro Contract 8,Employee,3505
2021-08,Sydney Metro Contract 8,Free Travel,1111
2021-08,Sydney Metro Contract 8,School Student,3612
2021-08,Sydney Metro Contract 8,Senior/Pensioner,78499
2021-08,Sydney Metro Contract 9,Adult,420859
2021-08,Sydney Metro Contract 9,Adult Single Bus Trip 1,10
2021-08,Sydney Metro Contract 9,Adult Single Bus Trip 2,3
2021-08,Sydney Metro Contract 9,CTP,282634
2021-08,Sydney Metro Contract 9,Child/Youth,11938
2021-08,Sydney Metro Contract 9,Concession,24088
2021-08,Sydney Metro Contract 9,Day Pass without SAF,18
2021-08,Sydney Metro Contract 9,Employee,3676
2021-08,Sydney Metro Contract 9,Free Travel,1587
2021-08,Sydney Metro Contract 9,School Student,1436
2021-08,Sydney Metro Contract 9,Senior/Pensioner,198704
2021-09,NISC 1,Adult,27246
2021-09,NISC 1,Adult Single Bus Trip 2,1
2021-09,NISC 1,CTP,21575
2021-09,NISC 1,Child/Youth,5035
2021-09,NISC 1,Child/Youth Single Bus Trip 1,1
2021-09,NISC 1,Concession,4368
2021-09,NISC 1,Day Pass without SAF,41
2021-09,NISC 1,Employee,526
2021-09,NISC 1,Free Travel,248
2021-09,NISC 1,On Demand,2652
2021-09,NISC 1,School Student,623
2021-09,NISC 1,Senior/Pensioner,47715
2021-09,Outer Sydney Metro Contract 1,Adult,1220
2021-09,Outer Sydney Metro Contract 1,Adult Single Bus Trip 1,1
2021-09,Outer Sydney Metro Contract 1,CTP,978
2021-09,Outer Sydney Metro Contract 1,Child/Youth,276
2021-09,Outer Sydney Metro Contract 1,Concession,129
2021-09,Outer Sydney Metro Contract 1,Day Pass without SAF,70
2021-09,Outer Sydney Metro Contract 1,Employee,1
2021-09,Outer Sydney Metro Contract 1,Free Travel,42
2021-09,Outer Sydney Metro Contract 1,School Student,427
2021-09,Outer Sydney Metro Contract 1,Senior/Pensioner,2776
2021-09,Outer Sydney Metro Contract 10,Adult,16073
2021-09,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,2
2021-09,Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,4
2021-09,Outer Sydney Metro Contract 10,CTP,12200
2021-09,Outer Sydney Metro Contract 10,Child/Youth,4179
2021-09,Outer Sydney Metro Contract 10,Concession,2667
2021-09,Outer Sydney Metro Contract 10,Day Pass without SAF,21
2021-09,Outer Sydney Metro Contract 10,Employee,91
2021-09,Outer Sydney Metro Contract 10,Free Travel,248
2021-09,Outer Sydney Metro Contract 10,School Student,3758
2021-09,Outer Sydney Metro Contract 10,Senior/Pensioner,41098
2021-09,Outer Sydney Metro Contract 11,Adult,204
2021-09,Outer Sydney Metro Contract 11,CTP,111
2021-09,Outer Sydney Metro Contract 11,Child/Youth,54
2021-09,Outer Sydney Metro Contract 11,Concession,25
2021-09,Outer Sydney Metro Contract 11,Employee,14
2021-09,Outer Sydney Metro Contract 11,Free Travel,7
2021-09,Outer Sydney Metro Contract 11,School Student,68
2021-09,Outer Sydney Metro Contract 11,Senior/Pensioner,335
2021-09,Outer Sydney Metro Contract 12,Adult,3694
2021-09,Outer Sydney Metro Contract 12,Adult Single Bus Trip 1,1
2021-09,Outer Sydney Metro Contract 12,CTP,2687
2021-09,Outer Sydney Metro Contract 12,Child/Youth,1130
2021-09,Outer Sydney Metro Contract 12,Concession,419
2021-09,Outer Sydney Metro Contract 12,Employee,70
2021-09,Outer Sydney Metro Contract 12,Free Travel,87
2021-09,Outer Sydney Metro Contract 12,School Student,236
2021-09,Outer Sydney Metro Contract 12,Senior/Pensioner,7573
2021-09,Outer Sydney Metro Contract 2,Adult,3843
2021-09,Outer Sydney Metro Contract 2,CTP,4237
2021-09,Outer Sydney Metro Contract 2,Child/Youth,1665
2021-09,Outer Sydney Metro Contract 2,Concession,848
2021-09,Outer Sydney Metro Contract 2,Day Pass without SAF,4
2021-09,Outer Sydney Metro Contract 2,Employee,115
2021-09,Outer Sydney Metro Contract 2,Free Travel,172
2021-09,Outer Sydney Metro Contract 2,School Student,563
2021-09,Outer Sydney Metro Contract 2,Senior/Pensioner,10981
2021-09,Outer Sydney Metro Contract 3,Adult,1176
2021-09,Outer Sydney Metro Contract 3,CTP,1679
2021-09,Outer Sydney Metro Contract 3,Child/Youth,405
2021-09,Outer Sydney Metro Contract 3,Concession,195
2021-09,Outer Sydney Metro Contract 3,Day Pass without SAF,1
2021-09,Outer Sydney Metro Contract 3,Employee,6
2021-09,Outer Sydney Metro Contract 3,Free Travel,54
2021-09,Outer Sydney Metro Contract 3,School Student,70
2021-09,Outer Sydney Metro Contract 3,Senior/Pensioner,2749
2021-09,Outer Sydney Metro Contract 4,Adult,4173
2021-09,Outer Sydney Metro Contract 4,Adult Single Bus Trip 2,1
2021-09,Outer Sydney Metro Contract 4,CTP,4453
2021-09,Outer Sydney Metro Contract 4,Child/Youth,1374
2021-09,Outer Sydney Metro Contract 4,Concession,683
2021-09,Outer Sydney Metro Contract 4,Day Pass without SAF,3
2021-09,Outer Sydney Metro Contract 4,Employee,54
2021-09,Outer Sydney Metro Contract 4,Free Travel,61
2021-09,Outer Sydney Metro Contract 4,School Student,264
2021-09,Outer Sydney Metro Contract 4,Senior/Pensioner,8740
2021-09,Outer Sydney Metro Contract 6,Adult,28434
2021-09,Outer Sydney Metro Contract 6,Adult Single Bus Trip 1,9
2021-09,Outer Sydney Metro Contract 6,CTP,17920
2021-09,Outer Sydney Metro Contract 6,Child/Youth,6568
2021-09,Outer Sydney Metro Contract 6,Concession,2824
2021-09,Outer Sydney Metro Contract 6,Day Pass without SAF,31
2021-09,Outer Sydney Metro Contract 6,Employee,750
2021-09,Outer Sydney Metro Contract 6,Free Travel,553
2021-09,Outer Sydney Metro Contract 6,School Student,2154
2021-09,Outer Sydney Metro Contract 6,Senior/Pensioner,45386
2021-09,Outer Sydney Metro Contract 7,Adult,13225
2021-09,Outer Sydney Metro Contract 7,Adult Single Bus Trip 3,2
2021-09,Outer Sydney Metro Contract 7,CTP,8449
2021-09,Outer Sydney Metro Contract 7,Child/Youth,3177
2021-09,Outer Sydney Metro Contract 7,Concession,1639
2021-09,Outer Sydney Metro Contract 7,Day Pass without SAF,9
2021-09,Outer Sydney Metro Contract 7,Employee,39
2021-09,Outer Sydney Metro Contract 7,Free Travel,359
2021-09,Outer Sydney Metro Contract 7,School Student,2022
2021-09,Outer Sydney Metro Contract 7,Senior/Pensioner,20971
2021-09,Outer Sydney Metro Contract 8,Adult,3378
2021-09,Outer Sydney Metro Contract 8,CTP,1623
2021-09,Outer Sydney Metro Contract 8,Child/Youth,316
2021-09,Outer Sydney Metro Contract 8,Concession,266
2021-09,Outer Sydney Metro Contract 8,Day Pass without SAF,1
2021-09,Outer Sydney Metro Contract 8,Employee,57
2021-09,Outer Sydney Metro Contract 8,Free Travel,43
2021-09,Outer Sydney Metro Contract 8,School Student,704
2021-09,Outer Sydney Metro Contract 8,Senior/Pensioner,6575
2021-09,Outer Sydney Metro Contract 9,Adult,876
2021-09,Outer Sydney Metro Contract 9,CTP,683
2021-09,Outer Sydney Metro Contract 9,Child/Youth,217
2021-09,Outer Sydney Metro Contract 9,Concession,45
2021-09,Outer Sydney Metro Contract 9,Employee,2
2021-09,Outer Sydney Metro Contract 9,Free Travel,49
2021-09,Outer Sydney Metro Contract 9,School Student,501
2021-09,Outer Sydney Metro Contract 9,Senior/Pensioner,1022
2021-09,SBSC Contract 6,Adult,400990
2021-09,SBSC Contract 6,Adult Single Bus Trip 1,10
2021-09,SBSC Contract 6,Adult Single Bus Trip 2,2
2021-09,SBSC Contract 6,CTP,201643
2021-09,SBSC Contract 6,Child/Youth,15132
2021-09,SBSC Contract 6,Concession,29413
2021-09,SBSC Contract 6,Day Pass without SAF,19
2021-09,SBSC Contract 6,Employee,5701
2021-09,SBSC Contract 6,Free Travel,1699
2021-09,SBSC Contract 6,On Demand,1196
2021-09,SBSC Contract 6,School Student,1198
2021-09,SBSC Contract 6,Senior/Pensioner,216610
2021-09,Sydney Metro Contract 1,Adult,104623
2021-09,Sydney Metro Contract 1,Adult Single Bus Trip 1,2
2021-09,Sydney Metro Contract 1,CTP,42543
2021-09,Sydney Metro Contract 1,Child/Youth,9170
2021-09,Sydney Metro Contract 1,Concession,7628
2021-09,Sydney Metro Contract 1,Day Pass without SAF,63
2021-09,Sydney Metro Contract 1,Employee,513
2021-09,Sydney Metro Contract 1,Free Travel,427
2021-09,Sydney Metro Contract 1,On Demand,3360
2021-09,Sydney Metro Contract 1,School Student,971
2021-09,Sydney Metro Contract 1,Senior/Pensioner,70359
2021-09,Sydney Metro Contract 10,Adult,53551
2021-09,Sydney Metro Contract 10,CTP,22273
2021-09,Sydney Metro Contract 10,Child/Youth,5438
2021-09,Sydney Metro Contract 10,Concession,3230
2021-09,Sydney Metro Contract 10,Day Pass without SAF,11
2021-09,Sydney Metro Contract 10,Employee,262
2021-09,Sydney Metro Contract 10,Free Travel,318
2021-09,Sydney Metro Contract 10,School Student,532
2021-09,Sydney Metro Contract 10,Senior/Pensioner,43261
2021-09,Sydney Metro Contract 12,Adult,13664
2021-09,Sydney Metro Contract 12,Adult Single Bus Trip 1,3
2021-09,Sydney Metro Contract 12,CTP,4413
2021-09,Sydney Metro Contract 12,Child/Youth,1945
2021-09,Sydney Metro Contract 12,Concession,989
2021-09,Sydney Metro Contract 12,Day Pass without SAF,1
2021-09,Sydney Metro Contract 12,Employee,89
2021-09,Sydney Metro Contract 12,Free Travel,68
2021-09,Sydney Metro Contract 12,School Student,368
2021-09,Sydney Metro Contract 12,Senior/Pensioner,7041
2021-09,Sydney Metro Contract 13,Adult,73227
2021-09,Sydney Metro Contract 13,CTP,25048
2021-09,Sydney Metro Contract 13,Child/Youth,4539
2021-09,Sydney Metro Contract 13,Concession,4361
2021-09,Sydney Metro Contract 13,Day Pass without SAF,15
2021-09,Sydney Metro Contract 13,Employee,273
2021-09,Sydney Metro Contract 13,Free Travel,423
2021-09,Sydney Metro Contract 13,School Student,417
2021-09,Sydney Metro Contract 13,Senior/Pensioner,56799
2021-09,Sydney Metro Contract 14,Adult,47279
2021-09,Sydney Metro Contract 14,CTP,19030
2021-09,Sydney Metro Contract 14,Child/Youth,6589
2021-09,Sydney Metro Contract 14,Concession,2143
2021-09,Sydney Metro Contract 14,Employee,31
2021-09,Sydney Metro Contract 14,Free Travel,176
2021-09,Sydney Metro Contract 14,School Student,397
2021-09,Sydney Metro Contract 14,Senior/Pensioner,11380
2021-09,Sydney Metro Contract 15,Adult,22397
2021-09,Sydney Metro Contract 15,CTP,9928
2021-09,Sydney Metro Contract 15,Child/Youth,3416
2021-09,Sydney Metro Contract 15,Concession,2206
2021-09,Sydney Metro Contract 15,Day Pass without SAF,1
2021-09,Sydney Metro Contract 15,Employee,221
2021-09,Sydney Metro Contract 15,Free Travel,309
2021-09,Sydney Metro Contract 15,School Student,251
2021-09,Sydney Metro Contract 15,Senior/Pensioner,19062
2021-09,Sydney Metro Contract 2,Adult,31001
2021-09,Sydney Metro Contract 2,CTP,12618
2021-09,Sydney Metro Contract 2,Child/Youth,3080
2021-09,Sydney Metro Contract 2,Concession,2420
2021-09,Sydney Metro Contract 2,Employee,124
2021-09,Sydney Metro Contract 2,Free Travel,204
2021-09,Sydney Metro Contract 2,School Student,233
2021-09,Sydney Metro Contract 2,Senior/Pensioner,29255
2021-09,Sydney Metro Contract 3,Adult,88851
2021-09,Sydney Metro Contract 3,Adult Single Bus Trip 2,1
2021-09,Sydney Metro Contract 3,CTP,33232
2021-09,Sydney Metro Contract 3,Child/Youth,6789
2021-09,Sydney Metro Contract 3,Concession,7360
2021-09,Sydney Metro Contract 3,Day Pass without SAF,24
2021-09,Sydney Metro Contract 3,Employee,350
2021-09,Sydney Metro Contract 3,Free Travel,312
2021-09,Sydney Metro Contract 3,School Student,611
2021-09,Sydney Metro Contract 3,Senior/Pensioner,82123
2021-09,Sydney Metro Contract 4,Adult,128243
2021-09,Sydney Metro Contract 4,Adult Single Bus Trip 1,7
2021-09,Sydney Metro Contract 4,Adult Single Bus Trip 2,1
2021-09,Sydney Metro Contract 4,CTP,45126
2021-09,Sydney Metro Contract 4,Child/Youth,6410
2021-09,Sydney Metro Contract 4,Concession,8904
2021-09,Sydney Metro Contract 4,Day Pass without SAF,20
2021-09,Sydney Metro Contract 4,Employee,758
2021-09,Sydney Metro Contract 4,Free Travel,361
2021-09,Sydney Metro Contract 4,On Demand,339
2021-09,Sydney Metro Contract 4,School Student,682
2021-09,Sydney Metro Contract 4,Senior/Pensioner,45907
2021-09,Sydney Metro Contract 5,Adult,31692
2021-09,Sydney Metro Contract 5,Adult Single Bus Trip 1,2
2021-09,Sydney Metro Contract 5,CTP,11179
2021-09,Sydney Metro Contract 5,Child/Youth,1841
2021-09,Sydney Metro Contract 5,Concession,2026
2021-09,Sydney Metro Contract 5,Day Pass Child/Youth w/o SAF,6
2021-09,Sydney Metro Contract 5,Day Pass without SAF,1
2021-09,Sydney Metro Contract 5,Employee,237
2021-09,Sydney Metro Contract 5,Free Travel,157
2021-09,Sydney Metro Contract 5,School Student,173
2021-09,Sydney Metro Contract 5,Senior/Pensioner,36269
2021-09,Sydney Metro Contract 7,Adult,225661
2021-09,Sydney Metro Contract 7,Adult Single Bus Trip 1,5
2021-09,Sydney Metro Contract 7,Adult Single Bus Trip 2,5
2021-09,Sydney Metro Contract 7,Adult Single Bus Trip 3,6
2021-09,Sydney Metro Contract 7,CTP,94913
2021-09,Sydney Metro Contract 7,Child/Youth,11121
2021-09,Sydney Metro Contract 7,Concession,12895
2021-09,Sydney Metro Contract 7,Day Pass without SAF,56
2021-09,Sydney Metro Contract 7,Employee,2437
2021-09,Sydney Metro Contract 7,Free Travel,565
2021-09,Sydney Metro Contract 7,School Student,902
2021-09,Sydney Metro Contract 7,Senior/Pensioner,87730
2021-09,Sydney Metro Contract 8,Adult,262641
2021-09,Sydney Metro Contract 8,Adult Single Bus Trip 1,3
2021-09,Sydney Metro Contract 8,Adult Single Bus Trip 2,1
2021-09,Sydney Metro Contract 8,CTP,154622
2021-09,Sydney Metro Contract 8,Child/Youth,34634
2021-09,Sydney Metro Contract 8,Concession,11907
2021-09,Sydney Metro Contract 8,Day Pass without SAF,7
2021-09,Sydney Metro Contract 8,Employee,3963
2021-09,Sydney Metro Contract 8,Free Travel,1113
2021-09,Sydney Metro Contract 8,School Student,2770
2021-09,Sydney Metro Contract 8,Senior/Pensioner,90684
2021-09,Sydney Metro Contract 9,Adult,439055
2021-09,Sydney Metro Contract 9,Adult Single Bus Trip 1,2
2021-09,Sydney Metro Contract 9,Adult Single Bus Trip 2,1
2021-09,Sydney Metro Contract 9,CTP,318949
2021-09,Sydney Metro Contract 9,Child/Youth,18234
2021-09,Sydney Metro Contract 9,Concession,25214
2021-09,Sydney Metro Contract 9,Day Pass without SAF,25
2021-09,Sydney Metro Contract 9,Employee,4703
2021-09,Sydney Metro Contract 9,Free Travel,1857
2021-09,Sydney Metro Contract 9,School Student,996
2021-09,Sydney Metro Contract 9,Senior/Pensioner,217456
2021-09,UNKNOWN,Adult,2
2021-09,UNKNOWN,Senior/Pensioner,1
2021-10,Greater Sydney Contract 8,Adult,11636
2021-10,Greater Sydney Contract 8,Adult Single Bus Trip 2,3
2021-10,Greater Sydney Contract 8,Adult Single Bus Trip 3,1
2021-10,Greater Sydney Contract 8,CTP,8284
2021-10,Greater Sydney Contract 8,Child/Youth,3407
2021-10,Greater Sydney Contract 8,Concession,846
2021-10,Greater Sydney Contract 8,Employee,146
2021-10,Greater Sydney Contract 8,Free Travel,42
2021-10,Greater Sydney Contract 8,Senior/Pensioner,4225
2021-10,NISC 1,Adult,37695
2021-10,NISC 1,Adult Single Bus Trip 1,3
2021-10,NISC 1,Adult Single Bus Trip 2,2
2021-10,NISC 1,CTP,33824
2021-10,NISC 1,Child/Youth,8413
2021-10,NISC 1,Concession,6830
2021-10,NISC 1,Day Pass without SAF,34
2021-10,NISC 1,Employee,839
2021-10,NISC 1,Free Travel,454
2021-10,NISC 1,On Demand,3717
2021-10,NISC 1,School Student,6730
2021-10,NISC 1,Senior/Pensioner,64174
2021-10,Outer Sydney Metro Contract 1,Adult,1594
2021-10,Outer Sydney Metro Contract 1,CTP,1299
2021-10,Outer Sydney Metro Contract 1,Child/Youth,626
2021-10,Outer Sydney Metro Contract 1,Concession,195
2021-10,Outer Sydney Metro Contract 1,Day Pass without SAF,45
2021-10,Outer Sydney Metro Contract 1,Employee,2
2021-10,Outer Sydney Metro Contract 1,Free Travel,37
2021-10,Outer Sydney Metro Contract 1,School Student,5144
2021-10,Outer Sydney Metro Contract 1,Senior/Pensioner,3578
2021-10,Outer Sydney Metro Contract 10,Adult,21779
2021-10,Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,2
2021-10,Outer Sydney Metro Contract 10,CTP,16842
2021-10,Outer Sydney Metro Contract 10,Child/Youth,8610
2021-10,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,1
2021-10,Outer Sydney Metro Contract 10,Concession,3881
2021-10,Outer Sydney Metro Contract 10,Day Pass without SAF,32
2021-10,Outer Sydney Metro Contract 10,Employee,125
2021-10,Outer Sydney Metro Contract 10,Free Travel,435
2021-10,Outer Sydney Metro Contract 10,School Student,44091
2021-10,Outer Sydney Metro Contract 10,Senior/Pensioner,52549
2021-10,Outer Sydney Metro Contract 11,Adult,293
2021-10,Outer Sydney Metro Contract 11,CTP,224
2021-10,Outer Sydney Metro Contract 11,Child/Youth,157
2021-10,Outer Sydney Metro Contract 11,Concession,51
2021-10,Outer Sydney Metro Contract 11,Employee,18
2021-10,Outer Sydney Metro Contract 11,Free Travel,12
2021-10,Outer Sydney Metro Contract 11,School Student,506
2021-10,Outer Sydney Metro Contract 11,Senior/Pensioner,513
2021-10,Outer Sydney Metro Contract 12,Adult,4718
2021-10,Outer Sydney Metro Contract 12,CTP,4447
2021-10,Outer Sydney Metro Contract 12,Child/Youth,2145
2021-10,Outer Sydney Metro Contract 12,Concession,685
2021-10,Outer Sydney Metro Contract 12,Day Pass without SAF,1
2021-10,Outer Sydney Metro Contract 12,Employee,92
2021-10,Outer Sydney Metro Contract 12,Free Travel,92
2021-10,Outer Sydney Metro Contract 12,School Student,5110
2021-10,Outer Sydney Metro Contract 12,Senior/Pensioner,10408
2021-10,Outer Sydney Metro Contract 2,Adult,5572
2021-10,Outer Sydney Metro Contract 2,Adult Single Bus Trip 1,11
2021-10,Outer Sydney Metro Contract 2,Adult Single Bus Trip 2,4
2021-10,Outer Sydney Metro Contract 2,CTP,6021
2021-10,Outer Sydney Metro Contract 2,Child/Youth,3201
2021-10,Outer Sydney Metro Contract 2,Concession,1260
2021-10,Outer Sydney Metro Contract 2,Day Pass without SAF,1
2021-10,Outer Sydney Metro Contract 2,Employee,99
2021-10,Outer Sydney Metro Contract 2,Free Travel,257
2021-10,Outer Sydney Metro Contract 2,School Student,8529
2021-10,Outer Sydney Metro Contract 2,Senior/Pensioner,13968
2021-10,Outer Sydney Metro Contract 3,Adult,1993
2021-10,Outer Sydney Metro Contract 3,Adult Single Bus Trip 2,1
2021-10,Outer Sydney Metro Contract 3,CTP,3014
2021-10,Outer Sydney Metro Contract 3,Child/Youth,1001
2021-10,Outer Sydney Metro Contract 3,Concession,432
2021-10,Outer Sydney Metro Contract 3,Employee,3
2021-10,Outer Sydney Metro Contract 3,Free Travel,68
2021-10,Outer Sydney Metro Contract 3,School Student,1247
2021-10,Outer Sydney Metro Contract 3,Senior/Pensioner,4383
2021-10,Outer Sydney Metro Contract 4,Adult,6609
2021-10,Outer Sydney Metro Contract 4,Adult Single Bus Trip 2,1
2021-10,Outer Sydney Metro Contract 4,Adult Single Bus Trip 3,1
2021-10,Outer Sydney Metro Contract 4,CTP,6413
2021-10,Outer Sydney Metro Contract 4,Child/Youth,1936
2021-10,Outer Sydney Metro Contract 4,Concession,986
2021-10,Outer Sydney Metro Contract 4,Day Pass without SAF,2
2021-10,Outer Sydney Metro Contract 4,Employee,77
2021-10,Outer Sydney Metro Contract 4,Free Travel,91
