Year_Month,Contract_region,Card_type,Trip
2017-04,Sydney Metro Contract 1,Adult,357110
2017-04,Sydney Metro Contract 1,Adult Single Bus Trip 1,19715
2017-04,Sydney Metro Contract 1,Adult Single Bus Trip 2,11281
2017-04,Sydney Metro Contract 1,Adult Single Bus Trip 3,947
2017-04,Sydney Metro Contract 1,Child/Youth,78164
2017-04,Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,8981
2017-04,Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,7459
2017-04,Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,680
2017-04,Sydney Metro Contract 1,Concession,62040
2017-04,Sydney Metro Contract 1,Free Travel,1436
2017-04,Sydney Metro Contract 1,School Student,94867
2017-04,Sydney Metro Contract 1,Senior/Pensioner,204773
2017-04,Sydney Metro Contract 10,Adult,236946
2017-04,Sydney Metro Contract 10,Adult Single Bus Trip 1,5935
2017-04,Sydney Metro Contract 10,Adult Single Bus Trip 2,2162
2017-04,Sydney Metro Contract 10,Adult Single Bus Trip 3,242
2017-04,Sydney Metro Contract 10,Child/Youth,46402
2017-04,Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,2540
2017-04,Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,1061
2017-04,Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,154
2017-04,Sydney Metro Contract 10,Concession,39963
2017-04,Sydney Metro Contract 10,Free Travel,1089
2017-04,Sydney Metro Contract 10,School Student,69168
2017-04,Sydney Metro Contract 10,Senior/Pensioner,137291
2017-04,Sydney Metro Contract 12,Adult,80438
2017-04,Sydney Metro Contract 12,Adult Single Bus Trip 1,1101
2017-04,Sydney Metro Contract 12,Adult Single Bus Trip 2,357
2017-04,Sydney Metro Contract 12,Adult Single Bus Trip 3,20
2017-04,Sydney Metro Contract 12,Child/Youth,25978
2017-04,Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,639
2017-04,Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,296
2017-04,Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,7
2017-04,Sydney Metro Contract 12,Concession,12675
2017-04,Sydney Metro Contract 12,Free Travel,279
2017-04,Sydney Metro Contract 12,School Student,50977
2017-04,Sydney Metro Contract 12,Senior/Pensioner,30956
2017-04,Sydney Metro Contract 13,Adult,253071
2017-04,Sydney Metro Contract 13,Adult Single Bus Trip 1,9455
2017-04,Sydney Metro Contract 13,Adult Single Bus Trip 2,4186
2017-04,Sydney Metro Contract 13,Adult Single Bus Trip 3,476
2017-04,Sydney Metro Contract 13,Child/Youth,43318
2017-04,Sydney Metro Contract 13,Child/Youth Single Bus Trip 1,2446
2017-04,Sydney Metro Contract 13,Child/Youth Single Bus Trip 2,1333
2017-04,Sydney Metro Contract 13,Child/Youth Single Bus Trip 3,115
2017-04,Sydney Metro Contract 13,Concession,50139
2017-04,Sydney Metro Contract 13,Free Travel,1066
2017-04,Sydney Metro Contract 13,School Student,48486
2017-04,Sydney Metro Contract 13,Senior/Pensioner,180812
2017-04,Sydney Metro Contract 14,Adult,187020
2017-04,Sydney Metro Contract 14,Adult Single Bus Trip 1,1093
2017-04,Sydney Metro Contract 14,Adult Single Bus Trip 2,1002
2017-04,Sydney Metro Contract 14,Adult Single Bus Trip 3,1308
2017-04,Sydney Metro Contract 14,Child/Youth,44518
2017-04,Sydney Metro Contract 14,Child/Youth Single Bus Trip 1,731
2017-04,Sydney Metro Contract 14,Child/Youth Single Bus Trip 2,858
2017-04,Sydney Metro Contract 14,Child/Youth Single Bus Trip 3,539
2017-04,Sydney Metro Contract 14,Concession,23580
2017-04,Sydney Metro Contract 14,Free Travel,336
2017-04,Sydney Metro Contract 14,School Student,33381
2017-04,Sydney Metro Contract 14,Senior/Pensioner,42687
2017-04,Sydney Metro Contract 15,Adult,68583
2017-04,Sydney Metro Contract 15,Adult Single Bus Trip 1,8871
2017-04,Sydney Metro Contract 15,Adult Single Bus Trip 2,3979
2017-04,Sydney Metro Contract 15,Adult Single Bus Trip 3,616
2017-04,Sydney Metro Contract 15,Child/Youth,21835
2017-04,Sydney Metro Contract 15,Child/Youth Single Bus Trip 1,3832
2017-04,Sydney Metro Contract 15,Child/Youth Single Bus Trip 2,2039
2017-04,Sydney Metro Contract 15,Child/Youth Single Bus Trip 3,322
2017-04,Sydney Metro Contract 15,Concession,17937
2017-04,Sydney Metro Contract 15,Free Travel,766
2017-04,Sydney Metro Contract 15,School Student,29897
2017-04,Sydney Metro Contract 15,Senior/Pensioner,55661
2017-04,Sydney Metro Contract 2,Adult,92227
2017-04,Sydney Metro Contract 2,Adult Single Bus Trip 1,4931
2017-04,Sydney Metro Contract 2,Adult Single Bus Trip 2,2819
2017-04,Sydney Metro Contract 2,Adult Single Bus Trip 3,381
2017-04,Sydney Metro Contract 2,Child/Youth,21051
2017-04,Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,1667
2017-04,Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,1206
2017-04,Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,183
2017-04,Sydney Metro Contract 2,Concession,22158
2017-04,Sydney Metro Contract 2,Free Travel,1019
2017-04,Sydney Metro Contract 2,School Student,26336
2017-04,Sydney Metro Contract 2,Senior/Pensioner,82799
2017-04,Sydney Metro Contract 3,Adult,337249
2017-04,Sydney Metro Contract 3,Adult Single Bus Trip 1,19079
2017-04,Sydney Metro Contract 3,Adult Single Bus Trip 2,12469
2017-04,Sydney Metro Contract 3,Adult Single Bus Trip 3,1803
2017-04,Sydney Metro Contract 3,Child/Youth,73058
2017-04,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,6566
2017-04,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,5049
2017-04,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,334
2017-04,Sydney Metro Contract 3,Concession,100171
2017-04,Sydney Metro Contract 3,Free Travel,1501
2017-04,Sydney Metro Contract 3,School Student,66401
2017-04,Sydney Metro Contract 3,Senior/Pensioner,254421
2017-04,Sydney Metro Contract 4,Adult,985917
2017-04,Sydney Metro Contract 4,Adult Single Bus Trip 1,6017
2017-04,Sydney Metro Contract 4,Adult Single Bus Trip 2,3643
2017-04,Sydney Metro Contract 4,Adult Single Bus Trip 3,11471
2017-04,Sydney Metro Contract 4,Child/Youth,104988
2017-04,Sydney Metro Contract 4,Child/Youth Single Bus Trip 1,2321
2017-04,Sydney Metro Contract 4,Child/Youth Single Bus Trip 2,2091
2017-04,Sydney Metro Contract 4,Child/Youth Single Bus Trip 3,2692
2017-04,Sydney Metro Contract 4,Concession,148339
2017-04,Sydney Metro Contract 4,Employee,1
2017-04,Sydney Metro Contract 4,Free Travel,1969
2017-04,Sydney Metro Contract 4,School Student,85458
2017-04,Sydney Metro Contract 4,Senior/Pensioner,184555
2017-04,Sydney Metro Contract 5,Adult,98009
2017-04,Sydney Metro Contract 5,Adult Single Bus Trip 1,4277
2017-04,Sydney Metro Contract 5,Adult Single Bus Trip 2,1259
2017-04,Sydney Metro Contract 5,Adult Single Bus Trip 3,19
2017-04,Sydney Metro Contract 5,Child/Youth,19238
2017-04,Sydney Metro Contract 5,Child/Youth Single Bus Trip 1,1640
2017-04,Sydney Metro Contract 5,Child/Youth Single Bus Trip 2,565
2017-04,Sydney Metro Contract 5,Child/Youth Single Bus Trip 3,5
2017-04,Sydney Metro Contract 5,Concession,14292
2017-04,Sydney Metro Contract 5,Free Travel,513
2017-04,Sydney Metro Contract 5,School Student,16815
2017-04,Sydney Metro Contract 5,Senior/Pensioner,96433
2017-04,Sydney Metro Contract 6,Adult,2539878
2017-04,Sydney Metro Contract 6,Adult Single Bus Trip 1,12088
2017-04,Sydney Metro Contract 6,Adult Single Bus Trip 2,4353
2017-04,Sydney Metro Contract 6,Adult Single Bus Trip 3,412
2017-04,Sydney Metro Contract 6,Child/Youth,164966
2017-04,Sydney Metro Contract 6,Child/Youth Single Bus Trip 1,2647
2017-04,Sydney Metro Contract 6,Child/Youth Single Bus Trip 2,1182
2017-04,Sydney Metro Contract 6,Child/Youth Single Bus Trip 3,129
2017-04,Sydney Metro Contract 6,Concession,339626
2017-04,Sydney Metro Contract 6,Employee,22590
2017-04,Sydney Metro Contract 6,Free Travel,4850
2017-04,Sydney Metro Contract 6,School Student,44894
2017-04,Sydney Metro Contract 6,Senior/Pensioner,662986
2017-04,Sydney Metro Contract 7,Adult,1484682
2017-04,Sydney Metro Contract 7,Adult Single Bus Trip 1,4801
2017-04,Sydney Metro Contract 7,Adult Single Bus Trip 2,3568
2017-04,Sydney Metro Contract 7,Adult Single Bus Trip 3,1528
2017-04,Sydney Metro Contract 7,Child/Youth,138672
2017-04,Sydney Metro Contract 7,Child/Youth Single Bus Trip 1,1300
2017-04,Sydney Metro Contract 7,Child/Youth Single Bus Trip 2,1102
2017-04,Sydney Metro Contract 7,Child/Youth Single Bus Trip 3,261
2017-04,Sydney Metro Contract 7,Concession,145320
2017-04,Sydney Metro Contract 7,Employee,8995
2017-04,Sydney Metro Contract 7,Free Travel,3192
2017-04,Sydney Metro Contract 7,School Student,70419
2017-04,Sydney Metro Contract 7,Senior/Pensioner,329615
2017-04,Sydney Metro Contract 8,Adult,1322167
2017-04,Sydney Metro Contract 8,Adult Single Bus Trip 1,13311
2017-04,Sydney Metro Contract 8,Adult Single Bus Trip 2,9051
2017-04,Sydney Metro Contract 8,Adult Single Bus Trip 3,6317
2017-04,Sydney Metro Contract 8,Child/Youth,160088
2017-04,Sydney Metro Contract 8,Child/Youth Single Bus Trip 1,5153
2017-04,Sydney Metro Contract 8,Child/Youth Single Bus Trip 2,3570
2017-04,Sydney Metro Contract 8,Child/Youth Single Bus Trip 3,1586
2017-04,Sydney Metro Contract 8,Concession,93117
2017-04,Sydney Metro Contract 8,Employee,10281
2017-04,Sydney Metro Contract 8,Free Travel,2982
2017-04,Sydney Metro Contract 8,School Student,76683
2017-04,Sydney Metro Contract 8,Senior/Pensioner,251841
2017-04,Sydney Metro Contract 9,Adult,4027845
2017-04,Sydney Metro Contract 9,Adult Single Bus Trip 1,15255
2017-04,Sydney Metro Contract 9,Adult Single Bus Trip 2,12053
2017-04,Sydney Metro Contract 9,Adult Single Bus Trip 3,1111
2017-04,Sydney Metro Contract 9,Child/Youth,220170
2017-04,Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,2803
2017-04,Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,1624
2017-04,Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,162
2017-04,Sydney Metro Contract 9,Concession,485584
2017-04,Sydney Metro Contract 9,Employee,21097
2017-04,Sydney Metro Contract 9,Free Travel,6086
2017-04,Sydney Metro Contract 9,School Student,34793
2017-04,Sydney Metro Contract 9,Senior/Pensioner,744820
2017-04,UNKNOWN,Adult,485
2017-04,UNKNOWN,Child/Youth,41
2017-04,UNKNOWN,Concession,64
2017-04,UNKNOWN,Employee,3
2017-04,UNKNOWN,Free Travel,1
2017-04,UNKNOWN,School Student,27
2017-04,UNKNOWN,Senior/Pensioner,110
2017-05,Night Ride 10,Adult,8189
2017-05,Night Ride 10,Adult Single Bus Trip 1,20
2017-05,Night Ride 10,Adult Single Bus Trip 2,42
2017-05,Night Ride 10,Adult Single Bus Trip 3,59
2017-05,Night Ride 10,Child/Youth,95
2017-05,Night Ride 10,Child/Youth Single Bus Trip 1,1
2017-05,Night Ride 10,Child/Youth Single Bus Trip 2,1
2017-05,Night Ride 10,Concession,524
2017-05,Night Ride 10,Senior/Pensioner,416
2017-05,Night Ride 100,Adult,585
2017-05,Night Ride 100,Adult Single Bus Trip 1,6
2017-05,Night Ride 100,Adult Single Bus Trip 2,3
2017-05,Night Ride 100,Child/Youth,12
2017-05,Night Ride 100,Child/Youth Single Bus Trip 2,3
2017-05,Night Ride 100,Concession,36
2017-05,Night Ride 100,Senior/Pensioner,18
2017-05,Night Ride 11,Adult,5281
2017-05,Night Ride 11,Adult Single Bus Trip 1,15
2017-05,Night Ride 11,Adult Single Bus Trip 2,31
2017-05,Night Ride 11,Adult Single Bus Trip 3,58
2017-05,Night Ride 11,Child/Youth,46
2017-05,Night Ride 11,Child/Youth Single Bus Trip 2,2
2017-05,Night Ride 11,Child/Youth Single Bus Trip 3,1
2017-05,Night Ride 11,Concession,278
2017-05,Night Ride 11,Senior/Pensioner,314
2017-05,Night Ride 20,Adult,633
2017-05,Night Ride 20,Adult Single Bus Trip 2,2
2017-05,Night Ride 20,Child/Youth,22
2017-05,Night Ride 20,Concession,25
2017-05,Night Ride 20,Senior/Pensioner,75
2017-05,Night Ride 30,Adult,5701
2017-05,Night Ride 30,Adult Single Bus Trip 1,12
2017-05,Night Ride 30,Adult Single Bus Trip 2,27
2017-05,Night Ride 30,Adult Single Bus Trip 3,117
2017-05,Night Ride 30,Child/Youth,116
2017-05,Night Ride 30,Child/Youth Single Bus Trip 1,1
2017-05,Night Ride 30,Child/Youth Single Bus Trip 2,7
2017-05,Night Ride 30,Child/Youth Single Bus Trip 3,3
2017-05,Night Ride 30,Concession,664
2017-05,Night Ride 30,Free Travel,8
2017-05,Night Ride 30,Senior/Pensioner,650
2017-05,Night Ride 40,Adult,6192
2017-05,Night Ride 40,Adult Single Bus Trip 1,20
2017-05,Night Ride 40,Adult Single Bus Trip 2,33
2017-05,Night Ride 40,Adult Single Bus Trip 3,53
2017-05,Night Ride 40,Child/Youth,108
2017-05,Night Ride 40,Child/Youth Single Bus Trip 1,3
2017-05,Night Ride 40,Child/Youth Single Bus Trip 2,2
2017-05,Night Ride 40,Child/Youth Single Bus Trip 3,3
2017-05,Night Ride 40,Concession,574
2017-05,Night Ride 40,Senior/Pensioner,698
2017-05,Night Ride 50,Adult,7148
2017-05,Night Ride 50,Adult Single Bus Trip 1,30
2017-05,Night Ride 50,Adult Single Bus Trip 2,63
2017-05,Night Ride 50,Adult Single Bus Trip 3,59
2017-05,Night Ride 50,Child/Youth,99
2017-05,Night Ride 50,Child/Youth Single Bus Trip 1,4
2017-05,Night Ride 50,Child/Youth Single Bus Trip 2,1
2017-05,Night Ride 50,Concession,555
2017-05,Night Ride 50,Senior/Pensioner,813
2017-05,Night Ride 60,Adult,12171
2017-05,Night Ride 60,Adult Single Bus Trip 1,26
2017-05,Night Ride 60,Adult Single Bus Trip 2,46
2017-05,Night Ride 60,Adult Single Bus Trip 3,85
2017-05,Night Ride 60,Child/Youth,126
2017-05,Night Ride 60,Child/Youth Single Bus Trip 2,4
2017-05,Night Ride 60,Child/Youth Single Bus Trip 3,6
2017-05,Night Ride 60,Concession,576
2017-05,Night Ride 60,Free Travel,3
2017-05,Night Ride 60,Senior/Pensioner,923
2017-05,Night Ride 61,Adult,1290
2017-05,Night Ride 61,Adult Single Bus Trip 1,1
2017-05,Night Ride 61,Adult Single Bus Trip 2,2
2017-05,Night Ride 61,Adult Single Bus Trip 3,10
2017-05,Night Ride 61,Child/Youth,12
2017-05,Night Ride 61,Child/Youth Single Bus Trip 1,1
2017-05,Night Ride 61,Child/Youth Single Bus Trip 2,1
2017-05,Night Ride 61,Child/Youth Single Bus Trip 3,1
2017-05,Night Ride 61,Concession,106
2017-05,Night Ride 61,Free Travel,1
2017-05,Night Ride 61,Senior/Pensioner,78
2017-05,Night Ride 70,Adult,6270
2017-05,Night Ride 70,Adult Single Bus Trip 1,9
2017-05,Night Ride 70,Adult Single Bus Trip 2,22
2017-05,Night Ride 70,Adult Single Bus Trip 3,61
2017-05,Night Ride 70,Child/Youth,123
2017-05,Night Ride 70,Child/Youth Single Bus Trip 1,1
2017-05,Night Ride 70,Child/Youth Single Bus Trip 2,11
2017-05,Night Ride 70,Child/Youth Single Bus Trip 3,5
2017-05,Night Ride 70,Concession,426
2017-05,Night Ride 70,Senior/Pensioner,577
2017-05,Night Ride 71,Adult,1540
2017-05,Night Ride 71,Adult Single Bus Trip 1,2
2017-05,Night Ride 71,Adult Single Bus Trip 2,4
2017-05,Night Ride 71,Adult Single Bus Trip 3,29
2017-05,Night Ride 71,Child/Youth,37
2017-05,Night Ride 71,Child/Youth Single Bus Trip 2,1
2017-05,Night Ride 71,Child/Youth Single Bus Trip 3,3
2017-05,Night Ride 71,Concession,249
2017-05,Night Ride 71,Senior/Pensioner,131
2017-05,Night Ride 80,Adult,4123
2017-05,Night Ride 80,Adult Single Bus Trip 1,12
2017-05,Night Ride 80,Adult Single Bus Trip 2,25
2017-05,Night Ride 80,Adult Single Bus Trip 3,47
2017-05,Night Ride 80,Child/Youth,67
2017-05,Night Ride 80,Child/Youth Single Bus Trip 2,1
2017-05,Night Ride 80,Child/Youth Single Bus Trip 3,2
2017-05,Night Ride 80,Concession,517
2017-05,Night Ride 80,Senior/Pensioner,304
2017-05,Night Ride 90,Adult,4991
2017-05,Night Ride 90,Adult Single Bus Trip 1,17
2017-05,Night Ride 90,Adult Single Bus Trip 2,36
2017-05,Night Ride 90,Adult Single Bus Trip 3,45
2017-05,Night Ride 90,Child/Youth,172
2017-05,Night Ride 90,Child/Youth Single Bus Trip 1,1
2017-05,Night Ride 90,Child/Youth Single Bus Trip 3,6
2017-05,Night Ride 90,Concession,900
2017-05,Night Ride 90,School Student,1
2017-05,Night Ride 90,Senior/Pensioner,186
2017-05,Outer Sydney Metro Contract 1,Adult,3433
2017-05,Outer Sydney Metro Contract 1,Adult Single Bus Trip 1,313
2017-05,Outer Sydney Metro Contract 1,Adult Single Bus Trip 2,257
2017-05,Outer Sydney Metro Contract 1,Adult Single Bus Trip 3,1192
2017-05,Outer Sydney Metro Contract 1,Child/Youth,2980
2017-05,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 1,529
2017-05,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 2,54
2017-05,Outer Sydney Metro Contract 1,Child/Youth Single Bus Trip 3,256
2017-05,Outer Sydney Metro Contract 1,Concession,1843
2017-05,Outer Sydney Metro Contract 1,Free Travel,212
2017-05,Outer Sydney Metro Contract 1,School Student,50365
2017-05,Outer Sydney Metro Contract 1,Senior/Pensioner,8328
2017-05,Outer Sydney Metro Contract 10,Adult,50116
2017-05,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,7644
2017-05,Outer Sydney Metro Contract 10,Adult Single Bus Trip 2,6296
2017-05,Outer Sydney Metro Contract 10,Adult Single Bus Trip 3,2170
2017-05,Outer Sydney Metro Contract 10,Child/Youth,25901
2017-05,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 1,3730
2017-05,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 2,1854
2017-05,Outer Sydney Metro Contract 10,Child/Youth Single Bus Trip 3,415
2017-05,Outer Sydney Metro Contract 10,Concession,19325
2017-05,Outer Sydney Metro Contract 10,Free Travel,1378
2017-05,Outer Sydney Metro Contract 10,School Student,226353
2017-05,Outer Sydney Metro Contract 10,Senior/Pensioner,113158
2017-05,Outer Sydney Metro Contract 11,Adult,643
2017-05,Outer Sydney Metro Contract 11,Adult Single Bus Trip 1,40
2017-05,Outer Sydney Metro Contract 11,Adult Single Bus Trip 2,69
2017-05,Outer Sydney Metro Contract 11,Adult Single Bus Trip 3,11
2017-05,Outer Sydney Metro Contract 11,Child/Youth,419
2017-05,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 1,12
2017-05,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 2,38
2017-05,Outer Sydney Metro Contract 11,Child/Youth Single Bus Trip 3,14
2017-05,Outer Sydney Metro Contract 11,Concession,223
2017-05,Outer Sydney Metro Contract 11,Free Travel,8
2017-05,Outer Sydney Metro Contract 11,School Student,10117
2017-05,Outer Sydney Metro Contract 11,Senior/Pensioner,858
2017-05,Outer Sydney Metro Contract 12,Adult,11663
2017-05,Outer Sydney Metro Contract 12,Adult Single Bus Trip 1,1070
2017-05,Outer Sydney Metro Contract 12,Adult Single Bus Trip 2,1170
2017-05,Outer Sydney Metro Contract 12,Adult Single Bus Trip 3,500
2017-05,Outer Sydney Metro Contract 12,Child/Youth,3161
2017-05,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 1,168
2017-05,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 2,200
2017-05,Outer Sydney Metro Contract 12,Child/Youth Single Bus Trip 3,79
2017-05,Outer Sydney Metro Contract 12,Concession,3580
2017-05,Outer Sydney Metro Contract 12,Free Travel,245
2017-05,Outer Sydney Metro Contract 12,School Student,22807
2017-05,Outer Sydney Metro Contract 12,Senior/Pensioner,20769
2017-05,Outer Sydney Metro Contract 2,Adult,12700
2017-05,Outer Sydney Metro Contract 2,Adult Single Bus Trip 1,2739
2017-05,Outer Sydney Metro Contract 2,Adult Single Bus Trip 2,1340
2017-05,Outer Sydney Metro Contract 2,Adult Single Bus Trip 3,1340
2017-05,Outer Sydney Metro Contract 2,Child/Youth,8116
2017-05,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 1,402
2017-05,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 2,293
2017-05,Outer Sydney Metro Contract 2,Child/Youth Single Bus Trip 3,339
2017-05,Outer Sydney Metro Contract 2,Concession,4362
2017-05,Outer Sydney Metro Contract 2,Free Travel,530
