Year_Month,Location,Card_type,Trip
2021-03,Moore Park Light Rail,Concession,6182
2021-03,Moore Park Light Rail,Day Pass without SAF,2
2021-03,Moore Park Light Rail,Employee,84
2021-03,Moore Park Light Rail,Free Travel,31
2021-03,Moore Park Light Rail,School Student,8921
2021-03,Moore Park Light Rail,Senior/Pensioner,4182
2021-03,Moore Park Light Rail,Sgl Trip LR Adult,24
2021-03,Moore Park Light Rail,Sgl Trip LR Child/Youth,4
2021-03,Newcastle Beach Light Rail,Adult,2555
2021-03,Newcastle Beach Light Rail,CTP,2466
2021-03,Newcastle Beach Light Rail,Child/Youth,355
2021-03,Newcastle Beach Light Rail,Concession,441
2021-03,Newcastle Beach Light Rail,Employee,42
2021-03,Newcastle Beach Light Rail,Free Travel,13
2021-03,Newcastle Beach Light Rail,School Student,137
2021-03,Newcastle Beach Light Rail,Senior/Pensioner,2511
2021-03,Newcastle Beach Light Rail,Sgl Trip LR Adult,27
2021-03,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,9
2021-03,Newcastle Interchange Light Rail,Adult,9049
2021-03,Newcastle Interchange Light Rail,CTP,6157
2021-03,Newcastle Interchange Light Rail,Child/Youth,735
2021-03,Newcastle Interchange Light Rail,Concession,3269
2021-03,Newcastle Interchange Light Rail,Day Pass without SAF,4
2021-03,Newcastle Interchange Light Rail,Employee,160
2021-03,Newcastle Interchange Light Rail,Free Travel,75
2021-03,Newcastle Interchange Light Rail,School Student,457
2021-03,Newcastle Interchange Light Rail,Senior/Pensioner,5390
2021-03,Newcastle Interchange Light Rail,Sgl Trip LR Adult,77
2021-03,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,26
2021-03,"Paddy's Markets Light Rail",Adult,16509
2021-03,"Paddy's Markets Light Rail",CTP,7332
2021-03,"Paddy's Markets Light Rail",Child/Youth,1521
2021-03,"Paddy's Markets Light Rail",Concession,2179
2021-03,"Paddy's Markets Light Rail",Employee,130
2021-03,"Paddy's Markets Light Rail",Free Travel,30
2021-03,"Paddy's Markets Light Rail",School Student,340
2021-03,"Paddy's Markets Light Rail",Senior/Pensioner,9306
2021-03,"Paddy's Markets Light Rail",Sgl Trip LR Adult,25
2021-03,"Paddy's Markets Light Rail",Sgl Trip LR Child/Youth,17
2021-03,Pyrmont Bay Light Rail,Adult,14563
2021-03,Pyrmont Bay Light Rail,CTP,7061
2021-03,Pyrmont Bay Light Rail,Child/Youth,716
2021-03,Pyrmont Bay Light Rail,Concession,1014
2021-03,Pyrmont Bay Light Rail,Employee,63
2021-03,Pyrmont Bay Light Rail,Free Travel,57
2021-03,Pyrmont Bay Light Rail,School Student,196
2021-03,Pyrmont Bay Light Rail,Senior/Pensioner,3179
2021-03,Pyrmont Bay Light Rail,Sgl Trip LR Adult,22
2021-03,Pyrmont Bay Light Rail,Sgl Trip LR Child/Youth,5
2021-03,QVB Light Rail,Adult,46714
2021-03,QVB Light Rail,CTP,28314
2021-03,QVB Light Rail,Child/Youth,2607
2021-03,QVB Light Rail,Concession,7677
2021-03,QVB Light Rail,Employee,366
2021-03,QVB Light Rail,Free Travel,93
2021-03,QVB Light Rail,School Student,736
2021-03,QVB Light Rail,Senior/Pensioner,15268
2021-03,QVB Light Rail,Sgl Trip LR Adult,86
2021-03,QVB Light Rail,Sgl Trip LR Child/Youth,39
2021-03,Queens Wharf Light Rail,Adult,3362
2021-03,Queens Wharf Light Rail,CTP,2560
2021-03,Queens Wharf Light Rail,Child/Youth,319
2021-03,Queens Wharf Light Rail,Concession,486
2021-03,Queens Wharf Light Rail,Day Pass without SAF,1
2021-03,Queens Wharf Light Rail,Employee,53
2021-03,Queens Wharf Light Rail,Free Travel,61
2021-03,Queens Wharf Light Rail,School Student,350
2021-03,Queens Wharf Light Rail,Senior/Pensioner,2994
2021-03,Queens Wharf Light Rail,Sgl Trip LR Adult,20
2021-03,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,11
2021-03,Randwick Light Rail,Adult,27630
2021-03,Randwick Light Rail,CTP,11677
2021-03,Randwick Light Rail,Child/Youth,836
2021-03,Randwick Light Rail,Concession,3749
2021-03,Randwick Light Rail,Day Pass without SAF,3
2021-03,Randwick Light Rail,Employee,124
2021-03,Randwick Light Rail,Free Travel,76
2021-03,Randwick Light Rail,School Student,541
2021-03,Randwick Light Rail,Senior/Pensioner,7169
2021-03,Randwick Light Rail,Sgl Trip LR Adult,26
2021-03,Randwick Light Rail,Sgl Trip LR Child/Youth,7
2021-03,Royal Randwick Light Rail,Adult,6100
2021-03,Royal Randwick Light Rail,CTP,3139
2021-03,Royal Randwick Light Rail,Child/Youth,288
2021-03,Royal Randwick Light Rail,Concession,2055
2021-03,Royal Randwick Light Rail,Day Pass without SAF,2
2021-03,Royal Randwick Light Rail,Employee,117
2021-03,Royal Randwick Light Rail,Free Travel,15
2021-03,Royal Randwick Light Rail,School Student,339
2021-03,Royal Randwick Light Rail,Senior/Pensioner,1349
2021-03,Royal Randwick Light Rail,Sgl Trip LR Adult,2
2021-03,Rozelle Bay Light Rail,Adult,3434
2021-03,Rozelle Bay Light Rail,CTP,1881
2021-03,Rozelle Bay Light Rail,Child/Youth,321
2021-03,Rozelle Bay Light Rail,Concession,307
2021-03,Rozelle Bay Light Rail,Employee,25
2021-03,Rozelle Bay Light Rail,Free Travel,17
2021-03,Rozelle Bay Light Rail,School Student,318
2021-03,Rozelle Bay Light Rail,Senior/Pensioner,932
2021-03,Surry Hills Light Rail,Adult,18815
2021-03,Surry Hills Light Rail,CTP,15510
2021-03,Surry Hills Light Rail,Child/Youth,572
2021-03,Surry Hills Light Rail,Concession,3238
2021-03,Surry Hills Light Rail,Employee,177
2021-03,Surry Hills Light Rail,Free Travel,50
2021-03,Surry Hills Light Rail,School Student,314
2021-03,Surry Hills Light Rail,Senior/Pensioner,7567
2021-03,Surry Hills Light Rail,Sgl Trip LR Adult,19
2021-03,Surry Hills Light Rail,Sgl Trip LR Child/Youth,9
2021-03,Taverners Hill Light Rail,Adult,2238
2021-03,Taverners Hill Light Rail,CTP,985
2021-03,Taverners Hill Light Rail,Child/Youth,227
2021-03,Taverners Hill Light Rail,Concession,196
2021-03,Taverners Hill Light Rail,Employee,18
2021-03,Taverners Hill Light Rail,Free Travel,10
2021-03,Taverners Hill Light Rail,School Student,784
2021-03,Taverners Hill Light Rail,Senior/Pensioner,513
2021-03,Taverners Hill Light Rail,Sgl Trip LR Child/Youth,1
2021-03,The Star Light Rail,Adult,19924
2021-03,The Star Light Rail,CTP,6308
2021-03,The Star Light Rail,Child/Youth,514
2021-03,The Star Light Rail,Concession,1735
2021-03,The Star Light Rail,Employee,98
2021-03,The Star Light Rail,Free Travel,70
2021-03,The Star Light Rail,School Student,30
2021-03,The Star Light Rail,Senior/Pensioner,16194
2021-03,The Star Light Rail,Sgl Trip LR Adult,39
2021-03,The Star Light Rail,Sgl Trip LR Child/Youth,13
2021-03,Town Hall Light Rail,Adult,49111
2021-03,Town Hall Light Rail,CTP,26962
2021-03,Town Hall Light Rail,Child/Youth,3230
2021-03,Town Hall Light Rail,Concession,9478
2021-03,Town Hall Light Rail,Day Pass without SAF,2
2021-03,Town Hall Light Rail,Employee,417
2021-03,Town Hall Light Rail,Free Travel,139
2021-03,Town Hall Light Rail,School Student,1852
2021-03,Town Hall Light Rail,Senior/Pensioner,15324
2021-03,Town Hall Light Rail,Sgl Trip LR Adult,36
2021-03,Town Hall Light Rail,Sgl Trip LR Child/Youth,23
2021-03,UNKNOWN,School Student,1
2021-03,UNSW Anzac Parade Light Rail,Adult,16486
2021-03,UNSW Anzac Parade Light Rail,CTP,10060
2021-03,UNSW Anzac Parade Light Rail,Child/Youth,3161
2021-03,UNSW Anzac Parade Light Rail,Concession,39246
2021-03,UNSW Anzac Parade Light Rail,Employee,40
2021-03,UNSW Anzac Parade Light Rail,Free Travel,15
2021-03,UNSW Anzac Parade Light Rail,School Student,319
2021-03,UNSW Anzac Parade Light Rail,Senior/Pensioner,1696
2021-03,UNSW Anzac Parade Light Rail,Sgl Trip LR Adult,1
2021-03,UNSW Anzac Parade Light Rail,Sgl Trip LR Child/Youth,1
2021-03,UNSW High Street Light Rail,Adult,18304
2021-03,UNSW High Street Light Rail,CTP,8309
2021-03,UNSW High Street Light Rail,Child/Youth,1357
2021-03,UNSW High Street Light Rail,Concession,25142
2021-03,UNSW High Street Light Rail,Employee,12
2021-03,UNSW High Street Light Rail,Free Travel,14
2021-03,UNSW High Street Light Rail,School Student,247
2021-03,UNSW High Street Light Rail,Senior/Pensioner,1216
2021-03,UNSW High Street Light Rail,Sgl Trip LR Adult,7
2021-03,UNSW High Street Light Rail,Sgl Trip LR Child/Youth,2
2021-03,Wansey Road Light Rail,Adult,4099
2021-03,Wansey Road Light Rail,CTP,3525
2021-03,Wansey Road Light Rail,Child/Youth,176
2021-03,Wansey Road Light Rail,Concession,623
2021-03,Wansey Road Light Rail,Employee,67
2021-03,Wansey Road Light Rail,Free Travel,5
2021-03,Wansey Road Light Rail,School Student,268
2021-03,Wansey Road Light Rail,Senior/Pensioner,648
2021-03,Wansey Road Light Rail,Sgl Trip LR Child/Youth,2
2021-03,Waratah Mills Light Rail,Adult,2333
2021-03,Waratah Mills Light Rail,CTP,1144
2021-03,Waratah Mills Light Rail,Child/Youth,261
2021-03,Waratah Mills Light Rail,Concession,314
2021-03,Waratah Mills Light Rail,Employee,10
2021-03,Waratah Mills Light Rail,Free Travel,5
2021-03,Waratah Mills Light Rail,School Student,435
2021-03,Waratah Mills Light Rail,Senior/Pensioner,952
2021-03,Wentworth Park Light Rail,Adult,4566
2021-03,Wentworth Park Light Rail,CTP,2583
2021-03,Wentworth Park Light Rail,Child/Youth,361
2021-03,Wentworth Park Light Rail,Concession,671
2021-03,Wentworth Park Light Rail,Employee,15
2021-03,Wentworth Park Light Rail,Free Travel,4
2021-03,Wentworth Park Light Rail,School Student,552
2021-03,Wentworth Park Light Rail,Senior/Pensioner,1119
2021-03,Wentworth Park Light Rail,Sgl Trip LR Adult,1
2021-03,Wynyard Light Rail,Adult,47252
2021-03,Wynyard Light Rail,CTP,26556
2021-03,Wynyard Light Rail,Child/Youth,1861
2021-03,Wynyard Light Rail,Concession,8051
2021-03,Wynyard Light Rail,Day Pass without SAF,2
2021-03,Wynyard Light Rail,Employee,349
2021-03,Wynyard Light Rail,Free Travel,142
2021-03,Wynyard Light Rail,School Student,525
2021-03,Wynyard Light Rail,Senior/Pensioner,11294
2021-03,Wynyard Light Rail,Sgl Trip LR Adult,29
2021-03,Wynyard Light Rail,Sgl Trip LR Child/Youth,8
2021-04,Arlington Light Rail,Adult,4780
2021-04,Arlington Light Rail,CTP,2479
2021-04,Arlington Light Rail,Child/Youth,708
2021-04,Arlington Light Rail,Concession,369
2021-04,Arlington Light Rail,Employee,37
2021-04,Arlington Light Rail,Free Travel,21
2021-04,Arlington Light Rail,School Student,427
2021-04,Arlington Light Rail,Senior/Pensioner,993
2021-04,Bridge Street Light Rail,Adult,35565
2021-04,Bridge Street Light Rail,CTP,23292
2021-04,Bridge Street Light Rail,Child/Youth,3036
2021-04,Bridge Street Light Rail,Concession,3320
2021-04,Bridge Street Light Rail,Employee,190
2021-04,Bridge Street Light Rail,Free Travel,68
2021-04,Bridge Street Light Rail,School Student,211
2021-04,Bridge Street Light Rail,Senior/Pensioner,6566
2021-04,Bridge Street Light Rail,Sgl Trip LR Adult,57
2021-04,Bridge Street Light Rail,Sgl Trip LR Child/Youth,29
2021-04,Capitol Square Light Rail,Adult,20140
2021-04,Capitol Square Light Rail,CTP,8948
2021-04,Capitol Square Light Rail,Child/Youth,2499
2021-04,Capitol Square Light Rail,Concession,1463
2021-04,Capitol Square Light Rail,Employee,144
2021-04,Capitol Square Light Rail,Free Travel,45
2021-04,Capitol Square Light Rail,School Student,214
2021-04,Capitol Square Light Rail,Senior/Pensioner,11025
2021-04,Capitol Square Light Rail,Sgl Trip LR Adult,77
2021-04,Capitol Square Light Rail,Sgl Trip LR Child/Youth,46
2021-04,Central Chalmers Street Light Rail,Adult,93399
2021-04,Central Chalmers Street Light Rail,CTP,41831
2021-04,Central Chalmers Street Light Rail,Child/Youth,8173
2021-04,Central Chalmers Street Light Rail,Concession,49910
2021-04,Central Chalmers Street Light Rail,Day Pass without SAF,1
2021-04,Central Chalmers Street Light Rail,Employee,922
2021-04,Central Chalmers Street Light Rail,Free Travel,230
2021-04,Central Chalmers Street Light Rail,School Student,5929
2021-04,Central Chalmers Street Light Rail,Senior/Pensioner,22053
2021-04,Central Chalmers Street Light Rail,Sgl Trip LR Adult,68
2021-04,Central Chalmers Street Light Rail,Sgl Trip LR Child/Youth,50
2021-04,Central Grand Concourse Light Rail,Adult,59011
2021-04,Central Grand Concourse Light Rail,CTP,21299
2021-04,Central Grand Concourse Light Rail,Child/Youth,6733
2021-04,Central Grand Concourse Light Rail,Concession,4912
2021-04,Central Grand Concourse Light Rail,Day Pass without SAF,1
2021-04,Central Grand Concourse Light Rail,Employee,517
2021-04,Central Grand Concourse Light Rail,Free Travel,237
2021-04,Central Grand Concourse Light Rail,School Student,828
2021-04,Central Grand Concourse Light Rail,Senior/Pensioner,37888
2021-04,Central Grand Concourse Light Rail,Sgl Trip LR Adult,167
2021-04,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,112
2021-04,Chinatown Light Rail,Adult,88405
2021-04,Chinatown Light Rail,CTP,50908
2021-04,Chinatown Light Rail,Child/Youth,11734
2021-04,Chinatown Light Rail,Concession,7800
2021-04,Chinatown Light Rail,Day Pass without SAF,1
2021-04,Chinatown Light Rail,Employee,600
2021-04,Chinatown Light Rail,Free Travel,179
2021-04,Chinatown Light Rail,School Student,402
2021-04,Chinatown Light Rail,Senior/Pensioner,24750
2021-04,Chinatown Light Rail,Sgl Trip LR Adult,252
2021-04,Chinatown Light Rail,Sgl Trip LR Child/Youth,196
2021-04,Circular Quay Light Rail,Adult,72333
2021-04,Circular Quay Light Rail,CTP,47433
2021-04,Circular Quay Light Rail,Child/Youth,17947
2021-04,Circular Quay Light Rail,Concession,5641
2021-04,Circular Quay Light Rail,Day Pass without SAF,3
2021-04,Circular Quay Light Rail,Employee,800
2021-04,Circular Quay Light Rail,Free Travel,270
2021-04,Circular Quay Light Rail,School Student,194
2021-04,Circular Quay Light Rail,Senior/Pensioner,31301
2021-04,Circular Quay Light Rail,Sgl Trip LR Adult,729
2021-04,Circular Quay Light Rail,Sgl Trip LR Child/Youth,570
2021-04,Civic Light Rail,Adult,5021
2021-04,Civic Light Rail,CTP,3846
2021-04,Civic Light Rail,Child/Youth,1075
2021-04,Civic Light Rail,Concession,1693
2021-04,Civic Light Rail,Day Pass without SAF,1
2021-04,Civic Light Rail,Employee,84
2021-04,Civic Light Rail,Free Travel,54
2021-04,Civic Light Rail,School Student,93
2021-04,Civic Light Rail,Senior/Pensioner,2468
2021-04,Civic Light Rail,Sgl Trip LR Adult,29
2021-04,Civic Light Rail,Sgl Trip LR Child/Youth,30
2021-04,Convention Light Rail,Adult,13736
2021-04,Convention Light Rail,CTP,6117
2021-04,Convention Light Rail,Child/Youth,2871
2021-04,Convention Light Rail,Concession,967
2021-04,Convention Light Rail,Employee,99
2021-04,Convention Light Rail,Free Travel,54
2021-04,Convention Light Rail,School Student,100
2021-04,Convention Light Rail,Senior/Pensioner,4745
2021-04,Convention Light Rail,Sgl Trip LR Adult,75
2021-04,Convention Light Rail,Sgl Trip LR Child/Youth,83
2021-04,Crown Street Light Rail,Adult,1845
2021-04,Crown Street Light Rail,CTP,1756
2021-04,Crown Street Light Rail,Child/Youth,372
2021-04,Crown Street Light Rail,Concession,202
2021-04,Crown Street Light Rail,Employee,36
2021-04,Crown Street Light Rail,Free Travel,18
2021-04,Crown Street Light Rail,School Student,14
2021-04,Crown Street Light Rail,Senior/Pensioner,1314
2021-04,Crown Street Light Rail,Sgl Trip LR Adult,16
2021-04,Crown Street Light Rail,Sgl Trip LR Child/Youth,11
2021-04,Dulwich Grove Light Rail,Adult,3456
2021-04,Dulwich Grove Light Rail,CTP,1733
2021-04,Dulwich Grove Light Rail,Child/Youth,408
2021-04,Dulwich Grove Light Rail,Concession,256
2021-04,Dulwich Grove Light Rail,Employee,28
2021-04,Dulwich Grove Light Rail,Free Travel,20
2021-04,Dulwich Grove Light Rail,School Student,295
2021-04,Dulwich Grove Light Rail,Senior/Pensioner,893
2021-04,Dulwich Hill Light Rail,Adult,9231
2021-04,Dulwich Hill Light Rail,CTP,3539
2021-04,Dulwich Hill Light Rail,Child/Youth,1226
2021-04,Dulwich Hill Light Rail,Concession,797
2021-04,Dulwich Hill Light Rail,Employee,61
2021-04,Dulwich Hill Light Rail,Free Travel,27
2021-04,Dulwich Hill Light Rail,School Student,419
2021-04,Dulwich Hill Light Rail,Senior/Pensioner,2917
2021-04,ES Marks Light Rail,Adult,7623
2021-04,ES Marks Light Rail,CTP,4598
2021-04,ES Marks Light Rail,Child/Youth,498
2021-04,ES Marks Light Rail,Concession,1229
2021-04,ES Marks Light Rail,Employee,78
2021-04,ES Marks Light Rail,Free Travel,10
2021-04,ES Marks Light Rail,School Student,269
2021-04,ES Marks Light Rail,Senior/Pensioner,1558
2021-04,ES Marks Light Rail,Sgl Trip LR Adult,3
2021-04,ES Marks Light Rail,Sgl Trip LR Child/Youth,2
2021-04,Exhibition Centre Light Rail,Adult,6362
2021-04,Exhibition Centre Light Rail,CTP,3253
2021-04,Exhibition Centre Light Rail,Child/Youth,1348
2021-04,Exhibition Centre Light Rail,Concession,557
2021-04,Exhibition Centre Light Rail,Employee,43
2021-04,Exhibition Centre Light Rail,Free Travel,28
2021-04,Exhibition Centre Light Rail,School Student,150
2021-04,Exhibition Centre Light Rail,Senior/Pensioner,4834
2021-04,Exhibition Centre Light Rail,Sgl Trip LR Adult,4
2021-04,Exhibition Centre Light Rail,Sgl Trip LR Child/Youth,8
2021-04,Fish Market Light Rail,Adult,12576
2021-04,Fish Market Light Rail,CTP,5331
2021-04,Fish Market Light Rail,Child/Youth,1227
2021-04,Fish Market Light Rail,Concession,699
2021-04,Fish Market Light Rail,Employee,83
2021-04,Fish Market Light Rail,Free Travel,37
2021-04,Fish Market Light Rail,School Student,183
2021-04,Fish Market Light Rail,Senior/Pensioner,4350
2021-04,Fish Market Light Rail,Sgl Trip LR Adult,39
2021-04,Fish Market Light Rail,Sgl Trip LR Child/Youth,21
2021-04,Glebe Light Rail,Adult,4856
2021-04,Glebe Light Rail,CTP,2861
2021-04,Glebe Light Rail,Child/Youth,703
2021-04,Glebe Light Rail,Concession,630
2021-04,Glebe Light Rail,Employee,16
2021-04,Glebe Light Rail,Free Travel,10
2021-04,Glebe Light Rail,School Student,529
2021-04,Glebe Light Rail,Senior/Pensioner,1540
2021-04,Glebe Light Rail,Sgl Trip LR Adult,23
2021-04,Glebe Light Rail,Sgl Trip LR Child/Youth,16
2021-04,Hawthorne Light Rail,Adult,3855
2021-04,Hawthorne Light Rail,CTP,2060
2021-04,Hawthorne Light Rail,Child/Youth,785
2021-04,Hawthorne Light Rail,Concession,320
2021-04,Hawthorne Light Rail,Employee,10
2021-04,Hawthorne Light Rail,Free Travel,3
2021-04,Hawthorne Light Rail,School Student,248
2021-04,Hawthorne Light Rail,Senior/Pensioner,1261
2021-04,Hawthorne Light Rail,Sgl Trip LR Child/Youth,1
2021-04,Haymarket Light Rail,Adult,34089
2021-04,Haymarket Light Rail,CTP,20749
2021-04,Haymarket Light Rail,Child/Youth,3640
2021-04,Haymarket Light Rail,Concession,7761
2021-04,Haymarket Light Rail,Employee,452
2021-04,Haymarket Light Rail,Free Travel,109
2021-04,Haymarket Light Rail,School Student,217
2021-04,Haymarket Light Rail,Senior/Pensioner,11889
2021-04,Haymarket Light Rail,Sgl Trip LR Adult,59
2021-04,Haymarket Light Rail,Sgl Trip LR Child/Youth,38
2021-04,Honeysuckle Light Rail,Adult,2904
2021-04,Honeysuckle Light Rail,CTP,2550
2021-04,Honeysuckle Light Rail,Child/Youth,804
2021-04,Honeysuckle Light Rail,Concession,440
2021-04,Honeysuckle Light Rail,Employee,88
2021-04,Honeysuckle Light Rail,Free Travel,51
2021-04,Honeysuckle Light Rail,School Student,214
2021-04,Honeysuckle Light Rail,Senior/Pensioner,2245
2021-04,Honeysuckle Light Rail,Sgl Trip LR Adult,35
2021-04,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,29
2021-04,John Street Square Light Rail,Adult,7741
2021-04,John Street Square Light Rail,CTP,4187
2021-04,John Street Square Light Rail,Child/Youth,591
2021-04,John Street Square Light Rail,Concession,531
2021-04,John Street Square Light Rail,Employee,36
2021-04,John Street Square Light Rail,Free Travel,15
2021-04,John Street Square Light Rail,School Student,127
2021-04,John Street Square Light Rail,Senior/Pensioner,2431
2021-04,John Street Square Light Rail,Sgl Trip LR Child/Youth,1
2021-04,Jubilee Park Light Rail,Adult,8747
2021-04,Jubilee Park Light Rail,CTP,5206
2021-04,Jubilee Park Light Rail,Child/Youth,1643
2021-04,Jubilee Park Light Rail,Concession,576
2021-04,Jubilee Park Light Rail,Employee,34
2021-04,Jubilee Park Light Rail,Free Travel,20
2021-04,Jubilee Park Light Rail,School Student,1301
2021-04,Jubilee Park Light Rail,Senior/Pensioner,2311
2021-04,Jubilee Park Light Rail,Sgl Trip LR Adult,22
2021-04,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,18
2021-04,Juniors Kingsford Light Rail,Adult,11773
2021-04,Juniors Kingsford Light Rail,CTP,6338
2021-04,Juniors Kingsford Light Rail,Child/Youth,1859
2021-04,Juniors Kingsford Light Rail,Concession,1601
2021-04,Juniors Kingsford Light Rail,Employee,191
2021-04,Juniors Kingsford Light Rail,Free Travel,68
2021-04,Juniors Kingsford Light Rail,School Student,280
2021-04,Juniors Kingsford Light Rail,Senior/Pensioner,6812
2021-04,Juniors Kingsford Light Rail,Sgl Trip LR Adult,14
2021-04,Juniors Kingsford Light Rail,Sgl Trip LR Child/Youth,10
2021-04,Kensington Light Rail,Adult,9409
2021-04,Kensington Light Rail,CTP,6306
2021-04,Kensington Light Rail,Child/Youth,862
2021-04,Kensington Light Rail,Concession,1678
2021-04,Kensington Light Rail,Employee,147
2021-04,Kensington Light Rail,Free Travel,27
2021-04,Kensington Light Rail,School Student,147
2021-04,Kensington Light Rail,Senior/Pensioner,2148
2021-04,Kensington Light Rail,Sgl Trip LR Adult,13
2021-04,Kensington Light Rail,Sgl Trip LR Child/Youth,5
2021-04,Kingsford Light Rail,Adult,13708
2021-04,Kingsford Light Rail,CTP,7411
2021-04,Kingsford Light Rail,Child/Youth,1013
2021-04,Kingsford Light Rail,Concession,2961
2021-04,Kingsford Light Rail,Employee,50
2021-04,Kingsford Light Rail,Free Travel,18
2021-04,Kingsford Light Rail,School Student,173
2021-04,Kingsford Light Rail,Senior/Pensioner,2988
2021-04,Kingsford Light Rail,Sgl Trip LR Adult,11
2021-04,Kingsford Light Rail,Sgl Trip LR Child/Youth,7
2021-04,Leichhardt North Light Rail,Adult,3937
2021-04,Leichhardt North Light Rail,CTP,2196
2021-04,Leichhardt North Light Rail,Child/Youth,845
2021-04,Leichhardt North Light Rail,Concession,352
2021-04,Leichhardt North Light Rail,Employee,67
2021-04,Leichhardt North Light Rail,Free Travel,11
2021-04,Leichhardt North Light Rail,School Student,450
2021-04,Leichhardt North Light Rail,Senior/Pensioner,1066
2021-04,Lewisham West Light Rail,Adult,5414
2021-04,Lewisham West Light Rail,CTP,3190
2021-04,Lewisham West Light Rail,Child/Youth,863
2021-04,Lewisham West Light Rail,Concession,503
2021-04,Lewisham West Light Rail,Employee,81
2021-04,Lewisham West Light Rail,Free Travel,11
2021-04,Lewisham West Light Rail,School Student,662
2021-04,Lewisham West Light Rail,Senior/Pensioner,1061
2021-04,Lilyfield Light Rail,Adult,3880
2021-04,Lilyfield Light Rail,CTP,2166
2021-04,Lilyfield Light Rail,Child/Youth,999
2021-04,Lilyfield Light Rail,Concession,357
2021-04,Lilyfield Light Rail,Employee,62
2021-04,Lilyfield Light Rail,Free Travel,9
2021-04,Lilyfield Light Rail,School Student,344
2021-04,Lilyfield Light Rail,Senior/Pensioner,1853
2021-04,Lilyfield Light Rail,Sgl Trip LR Adult,8
2021-04,Lilyfield Light Rail,Sgl Trip LR Child/Youth,17
2021-04,Marion Light Rail,Adult,3041
2021-04,Marion Light Rail,CTP,1307
2021-04,Marion Light Rail,Child/Youth,593
2021-04,Marion Light Rail,Concession,273
2021-04,Marion Light Rail,Employee,16
2021-04,Marion Light Rail,Free Travel,42
2021-04,Marion Light Rail,School Student,233
2021-04,Marion Light Rail,Senior/Pensioner,1473
2021-04,Marion Light Rail,Sgl Trip LR Adult,1
2021-04,Moore Park Light Rail,Adult,26737
2021-04,Moore Park Light Rail,CTP,14182
2021-04,Moore Park Light Rail,Child/Youth,4587
2021-04,Moore Park Light Rail,Concession,5413
2021-04,Moore Park Light Rail,Day Pass without SAF,1
2021-04,Moore Park Light Rail,Employee,187
2021-04,Moore Park Light Rail,Free Travel,65
2021-04,Moore Park Light Rail,School Student,3271
2021-04,Moore Park Light Rail,Senior/Pensioner,6007
2021-04,Moore Park Light Rail,Sgl Trip LR Adult,70
2021-04,Moore Park Light Rail,Sgl Trip LR Child/Youth,51
2021-04,Newcastle Beach Light Rail,Adult,3437
2021-04,Newcastle Beach Light Rail,CTP,3014
2021-04,Newcastle Beach Light Rail,Child/Youth,1183
2021-04,Newcastle Beach Light Rail,Concession,390
2021-04,Newcastle Beach Light Rail,Employee,46
2021-04,Newcastle Beach Light Rail,Free Travel,26
2021-04,Newcastle Beach Light Rail,School Student,81
2021-04,Newcastle Beach Light Rail,Senior/Pensioner,3048
2021-04,Newcastle Beach Light Rail,Sgl Trip LR Adult,56
2021-04,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,69
2021-04,Newcastle Interchange Light Rail,Adult,10219
2021-04,Newcastle Interchange Light Rail,CTP,6883
2021-04,Newcastle Interchange Light Rail,Child/Youth,2075
2021-04,Newcastle Interchange Light Rail,Concession,2239
2021-04,Newcastle Interchange Light Rail,Day Pass without SAF,1
2021-04,Newcastle Interchange Light Rail,Employee,157
2021-04,Newcastle Interchange Light Rail,Free Travel,97
2021-04,Newcastle Interchange Light Rail,School Student,259
2021-04,Newcastle Interchange Light Rail,Senior/Pensioner,6423
2021-04,Newcastle Interchange Light Rail,Sgl Trip LR Adult,117
2021-04,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,152
2021-04,"Paddy's Markets Light Rail",Adult,19961
2021-04,"Paddy's Markets Light Rail",CTP,9530
2021-04,"Paddy's Markets Light Rail",Child/Youth,4496
2021-04,"Paddy's Markets Light Rail",Concession,2026
2021-04,"Paddy's Markets Light Rail",Employee,229
2021-04,"Paddy's Markets Light Rail",Free Travel,66
2021-04,"Paddy's Markets Light Rail",School Student,170
2021-04,"Paddy's Markets Light Rail",Senior/Pensioner,12222
2021-04,"Paddy's Markets Light Rail",Sgl Trip LR Adult,88
2021-04,"Paddy's Markets Light Rail",Sgl Trip LR Child/Youth,79
2021-04,Pyrmont Bay Light Rail,Adult,15119
2021-04,Pyrmont Bay Light Rail,CTP,8121
2021-04,Pyrmont Bay Light Rail,Child/Youth,2029
2021-04,Pyrmont Bay Light Rail,Concession,1002
2021-04,Pyrmont Bay Light Rail,Employee,75
2021-04,Pyrmont Bay Light Rail,Free Travel,75
2021-04,Pyrmont Bay Light Rail,School Student,105
2021-04,Pyrmont Bay Light Rail,Senior/Pensioner,3914
2021-04,Pyrmont Bay Light Rail,Sgl Trip LR Adult,56
2021-04,Pyrmont Bay Light Rail,Sgl Trip LR Child/Youth,31
2021-04,QVB Light Rail,Adult,63186
2021-04,QVB Light Rail,CTP,40583
