Year_Month,Route,Card_type,Trip
2020-11,F8 Cockatoo Island,Employee,134
2020-11,F8 Cockatoo Island,Free Travel,30
2020-11,F8 Cockatoo Island,School Student,647
2020-11,F8 Cockatoo Island,Senior/Pensioner,5792
2020-11,F8 Cockatoo Island,Sgl Trip Ferry Adult,159
2020-11,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,85
2020-11,F9 Watsons Bay,Adult,24669
2020-11,F9 Watsons Bay,CTP,18514
2020-11,F9 Watsons Bay,Child/Youth,2230
2020-11,F9 Watsons Bay,Concession,1274
2020-11,F9 Watsons Bay,Employee,322
2020-11,F9 Watsons Bay,Free Travel,69
2020-11,F9 Watsons Bay,School Student,384
2020-11,F9 Watsons Bay,Senior/Pensioner,11255
2020-11,F9 Watsons Bay,Sgl Trip Ferry Adult,510
2020-11,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,240
2020-12,118 Newcastle,Adult,11325
2020-12,118 Newcastle,CTP,10699
2020-12,118 Newcastle,Child/Youth,2654
2020-12,118 Newcastle,Concession,689
2020-12,118 Newcastle,Employee,378
2020-12,118 Newcastle,Free Travel,406
2020-12,118 Newcastle,School Student,650
2020-12,118 Newcastle,Senior/Pensioner,8127
2020-12,F1 Manly,Adult,40812
2020-12,F1 Manly,CTP,23387
2020-12,F1 Manly,Child/Youth,8061
2020-12,F1 Manly,Concession,3064
2020-12,F1 Manly,Day Pass without SAF,5
2020-12,F1 Manly,Employee,772
2020-12,F1 Manly,Free Travel,329
2020-12,F1 Manly,School Student,1126
2020-12,F1 Manly,Senior/Pensioner,23890
2020-12,F1 Manly,Sgl Trip Ferry Adult,1494
2020-12,F1 Manly,Sgl Trip Ferry Child/Youth,775
2020-12,F2 Taronga Zoo,Adult,13634
2020-12,F2 Taronga Zoo,CTP,7702
2020-12,F2 Taronga Zoo,Child/Youth,3592
2020-12,F2 Taronga Zoo,Concession,985
2020-12,F2 Taronga Zoo,Employee,121
2020-12,F2 Taronga Zoo,Free Travel,70
2020-12,F2 Taronga Zoo,School Student,243
2020-12,F2 Taronga Zoo,Senior/Pensioner,5050
2020-12,F2 Taronga Zoo,Sgl Trip Ferry Adult,588
2020-12,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,462
2020-12,F3 Parramatta River,Adult,43009
2020-12,F3 Parramatta River,CTP,23720
2020-12,F3 Parramatta River,Child/Youth,5826
2020-12,F3 Parramatta River,Concession,2030
2020-12,F3 Parramatta River,Day Pass without SAF,4
2020-12,F3 Parramatta River,Employee,540
2020-12,F3 Parramatta River,Free Travel,176
2020-12,F3 Parramatta River,School Student,755
2020-12,F3 Parramatta River,Senior/Pensioner,15329
2020-12,F3 Parramatta River,Sgl Trip Ferry Adult,937
2020-12,F3 Parramatta River,Sgl Trip Ferry Child/Youth,626
2020-12,F4 Pyrmont Bay,Adult,28152
2020-12,F4 Pyrmont Bay,CTP,19612
2020-12,F4 Pyrmont Bay,Child/Youth,6396
2020-12,F4 Pyrmont Bay,Concession,1657
2020-12,F4 Pyrmont Bay,Day Pass without SAF,3
2020-12,F4 Pyrmont Bay,Employee,463
2020-12,F4 Pyrmont Bay,Free Travel,123
2020-12,F4 Pyrmont Bay,School Student,559
2020-12,F4 Pyrmont Bay,Senior/Pensioner,13111
2020-12,F4 Pyrmont Bay,Sgl Trip Ferry Adult,1174
2020-12,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,771
2020-12,F5 Neutral Bay,Adult,8819
2020-12,F5 Neutral Bay,CTP,5957
2020-12,F5 Neutral Bay,Child/Youth,871
2020-12,F5 Neutral Bay,Concession,600
2020-12,F5 Neutral Bay,Day Pass without SAF,2
2020-12,F5 Neutral Bay,Employee,92
2020-12,F5 Neutral Bay,Free Travel,31
2020-12,F5 Neutral Bay,School Student,137
2020-12,F5 Neutral Bay,Senior/Pensioner,5536
2020-12,F5 Neutral Bay,Sgl Trip Ferry Adult,149
2020-12,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,94
2020-12,F6 Mosman Bay,Adult,13762
2020-12,F6 Mosman Bay,CTP,8007
2020-12,F6 Mosman Bay,Child/Youth,1373
2020-12,F6 Mosman Bay,Concession,824
2020-12,F6 Mosman Bay,Employee,163
2020-12,F6 Mosman Bay,Free Travel,58
2020-12,F6 Mosman Bay,School Student,162
2020-12,F6 Mosman Bay,Senior/Pensioner,7171
2020-12,F6 Mosman Bay,Sgl Trip Ferry Adult,311
2020-12,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,199
2020-12,F7 Double Bay,Adult,3505
2020-12,F7 Double Bay,CTP,3423
2020-12,F7 Double Bay,Child/Youth,304
2020-12,F7 Double Bay,Concession,123
2020-12,F7 Double Bay,Employee,27
2020-12,F7 Double Bay,Free Travel,13
2020-12,F7 Double Bay,School Student,16
2020-12,F7 Double Bay,Senior/Pensioner,1756
2020-12,F7 Double Bay,Sgl Trip Ferry Adult,84
2020-12,F7 Double Bay,Sgl Trip Ferry Child/Youth,41
2020-12,F8 Cockatoo Island,Adult,11203
2020-12,F8 Cockatoo Island,CTP,6604
2020-12,F8 Cockatoo Island,Child/Youth,2301
2020-12,F8 Cockatoo Island,Concession,531
2020-12,F8 Cockatoo Island,Employee,134
2020-12,F8 Cockatoo Island,Free Travel,20
2020-12,F8 Cockatoo Island,School Student,354
2020-12,F8 Cockatoo Island,Senior/Pensioner,4869
2020-12,F8 Cockatoo Island,Sgl Trip Ferry Adult,250
2020-12,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,139
2020-12,F9 Watsons Bay,Adult,22910
2020-12,F9 Watsons Bay,CTP,17528
2020-12,F9 Watsons Bay,Child/Youth,2787
2020-12,F9 Watsons Bay,Concession,1274
2020-12,F9 Watsons Bay,Day Pass without SAF,1
2020-12,F9 Watsons Bay,Employee,242
2020-12,F9 Watsons Bay,Free Travel,66
2020-12,F9 Watsons Bay,School Student,289
2020-12,F9 Watsons Bay,Senior/Pensioner,9131
2020-12,F9 Watsons Bay,Sgl Trip Ferry Adult,621
2020-12,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,363
2021-01,118 Newcastle,Adult,12718
2021-01,118 Newcastle,CTP,12060
2021-01,118 Newcastle,Child/Youth,4744
2021-01,118 Newcastle,Concession,749
2021-01,118 Newcastle,Day Pass without SAF,13
2021-01,118 Newcastle,Employee,372
2021-01,118 Newcastle,Free Travel,410
2021-01,118 Newcastle,School Student,63
2021-01,118 Newcastle,Senior/Pensioner,8938
2021-01,F1 Manly,Adult,46547
2021-01,F1 Manly,CTP,29552
2021-01,F1 Manly,Child/Youth,17841
2021-01,F1 Manly,Concession,3391
2021-01,F1 Manly,Day Pass Child/Youth w/o SAF,1
2021-01,F1 Manly,Day Pass without SAF,1
2021-01,F1 Manly,Employee,778
2021-01,F1 Manly,Free Travel,304
2021-01,F1 Manly,School Student,112
2021-01,F1 Manly,Senior/Pensioner,22650
2021-01,F1 Manly,Sgl Trip Ferry Adult,1003
2021-01,F1 Manly,Sgl Trip Ferry Child/Youth,1362
2021-01,F2 Taronga Zoo,Adult,17991
2021-01,F2 Taronga Zoo,CTP,10133
2021-01,F2 Taronga Zoo,Child/Youth,7234
2021-01,F2 Taronga Zoo,Concession,1389
2021-01,F2 Taronga Zoo,Employee,187
2021-01,F2 Taronga Zoo,Free Travel,72
2021-01,F2 Taronga Zoo,School Student,51
2021-01,F2 Taronga Zoo,Senior/Pensioner,5656
2021-01,F2 Taronga Zoo,Sgl Trip Ferry Adult,494
2021-01,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,565
2021-01,F3 Parramatta River,Adult,40528
2021-01,F3 Parramatta River,CTP,23562
2021-01,F3 Parramatta River,Child/Youth,9409
2021-01,F3 Parramatta River,Concession,2332
2021-01,F3 Parramatta River,Employee,666
2021-01,F3 Parramatta River,Free Travel,191
2021-01,F3 Parramatta River,School Student,174
2021-01,F3 Parramatta River,Senior/Pensioner,14809
2021-01,F3 Parramatta River,Sgl Trip Ferry Adult,774
2021-01,F3 Parramatta River,Sgl Trip Ferry Child/Youth,861
2021-01,F4 Pyrmont Bay,Adult,33987
2021-01,F4 Pyrmont Bay,CTP,24092
2021-01,F4 Pyrmont Bay,Child/Youth,11392
2021-01,F4 Pyrmont Bay,Concession,2207
2021-01,F4 Pyrmont Bay,Day Pass without SAF,1
2021-01,F4 Pyrmont Bay,Employee,629
2021-01,F4 Pyrmont Bay,Free Travel,151
2021-01,F4 Pyrmont Bay,School Student,187
2021-01,F4 Pyrmont Bay,Senior/Pensioner,15590
2021-01,F4 Pyrmont Bay,Sgl Trip Ferry Adult,1035
2021-01,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,1183
2021-01,F5 Neutral Bay,Adult,8732
2021-01,F5 Neutral Bay,CTP,5623
2021-01,F5 Neutral Bay,Child/Youth,1318
2021-01,F5 Neutral Bay,Concession,790
2021-01,F5 Neutral Bay,Day Pass without SAF,1
2021-01,F5 Neutral Bay,Employee,80
2021-01,F5 Neutral Bay,Free Travel,23
2021-01,F5 Neutral Bay,School Student,13
2021-01,F5 Neutral Bay,Senior/Pensioner,4908
2021-01,F5 Neutral Bay,Sgl Trip Ferry Adult,94
2021-01,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,106
2021-01,F6 Mosman Bay,Adult,12559
2021-01,F6 Mosman Bay,CTP,7789
2021-01,F6 Mosman Bay,Child/Youth,2145
2021-01,F6 Mosman Bay,Concession,815
2021-01,F6 Mosman Bay,Employee,133
2021-01,F6 Mosman Bay,Free Travel,63
2021-01,F6 Mosman Bay,School Student,51
2021-01,F6 Mosman Bay,Senior/Pensioner,6651
2021-01,F6 Mosman Bay,Sgl Trip Ferry Adult,191
2021-01,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,208
2021-01,F7 Double Bay,Adult,3225
2021-01,F7 Double Bay,CTP,3367
2021-01,F7 Double Bay,Child/Youth,357
2021-01,F7 Double Bay,Concession,116
2021-01,F7 Double Bay,Employee,15
2021-01,F7 Double Bay,Free Travel,11
2021-01,F7 Double Bay,School Student,1
2021-01,F7 Double Bay,Senior/Pensioner,1622
2021-01,F7 Double Bay,Sgl Trip Ferry Adult,48
2021-01,F7 Double Bay,Sgl Trip Ferry Child/Youth,42
2021-01,F8 Cockatoo Island,Adult,10539
2021-01,F8 Cockatoo Island,CTP,6464
2021-01,F8 Cockatoo Island,Child/Youth,2903
2021-01,F8 Cockatoo Island,Concession,625
2021-01,F8 Cockatoo Island,Employee,133
2021-01,F8 Cockatoo Island,Free Travel,24
2021-01,F8 Cockatoo Island,School Student,54
2021-01,F8 Cockatoo Island,Senior/Pensioner,4489
2021-01,F8 Cockatoo Island,Sgl Trip Ferry Adult,155
2021-01,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,186
2021-01,F9 Watsons Bay,Adult,24492
2021-01,F9 Watsons Bay,CTP,18943
2021-01,F9 Watsons Bay,Child/Youth,5606
2021-01,F9 Watsons Bay,Concession,1572
2021-01,F9 Watsons Bay,Day Pass without SAF,2
2021-01,F9 Watsons Bay,Employee,299
2021-01,F9 Watsons Bay,Free Travel,80
2021-01,F9 Watsons Bay,School Student,24
2021-01,F9 Watsons Bay,Senior/Pensioner,9518
2021-01,F9 Watsons Bay,Sgl Trip Ferry Adult,453
2021-01,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,472
2021-02,118 Newcastle,Adult,10982
2021-02,118 Newcastle,CTP,9310
2021-02,118 Newcastle,Child/Youth,1602
2021-02,118 Newcastle,Concession,837
2021-02,118 Newcastle,Day Pass without SAF,3
2021-02,118 Newcastle,Employee,299
2021-02,118 Newcastle,Free Travel,410
2021-02,118 Newcastle,School Student,1686
2021-02,118 Newcastle,Senior/Pensioner,9225
2021-02,F1 Manly,Adult,47920
2021-02,F1 Manly,CTP,29162
2021-02,F1 Manly,Child/Youth,6490
2021-02,F1 Manly,Concession,3980
2021-02,F1 Manly,Day Pass without SAF,2
2021-02,F1 Manly,Employee,839
2021-02,F1 Manly,Free Travel,353
2021-02,F1 Manly,School Student,804
2021-02,F1 Manly,Senior/Pensioner,32277
2021-02,F1 Manly,Sgl Trip Ferry Adult,1185
2021-02,F1 Manly,Sgl Trip Ferry Child/Youth,628
2021-02,F2 Taronga Zoo,Adult,13496
2021-02,F2 Taronga Zoo,CTP,8831
2021-02,F2 Taronga Zoo,Child/Youth,2376
2021-02,F2 Taronga Zoo,Concession,1211
2021-02,F2 Taronga Zoo,Employee,125
2021-02,F2 Taronga Zoo,Free Travel,99
2021-02,F2 Taronga Zoo,School Student,508
2021-02,F2 Taronga Zoo,Senior/Pensioner,6223
2021-02,F2 Taronga Zoo,Sgl Trip Ferry Adult,443
2021-02,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,277
2021-02,F3 Parramatta River,Adult,51126
2021-02,F3 Parramatta River,CTP,30489
2021-02,F3 Parramatta River,Child/Youth,5109
2021-02,F3 Parramatta River,Concession,2921
2021-02,F3 Parramatta River,Day Pass without SAF,1
2021-02,F3 Parramatta River,Employee,791
2021-02,F3 Parramatta River,Free Travel,209
2021-02,F3 Parramatta River,School Student,3127
2021-02,F3 Parramatta River,Senior/Pensioner,20875
2021-02,F3 Parramatta River,Sgl Trip Ferry Adult,887
2021-02,F3 Parramatta River,Sgl Trip Ferry Child/Youth,446
2021-02,F4 Pyrmont Bay,Adult,28069
2021-02,F4 Pyrmont Bay,CTP,20595
2021-02,F4 Pyrmont Bay,Child/Youth,4462
2021-02,F4 Pyrmont Bay,Concession,1793
2021-02,F4 Pyrmont Bay,Employee,622
2021-02,F4 Pyrmont Bay,Free Travel,152
2021-02,F4 Pyrmont Bay,School Student,1729
2021-02,F4 Pyrmont Bay,Senior/Pensioner,16017
2021-02,F4 Pyrmont Bay,Sgl Trip Ferry Adult,781
2021-02,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,414
2021-02,F5 Neutral Bay,Adult,10204
2021-02,F5 Neutral Bay,CTP,6990
2021-02,F5 Neutral Bay,Child/Youth,592
2021-02,F5 Neutral Bay,Concession,821
2021-02,F5 Neutral Bay,Employee,137
2021-02,F5 Neutral Bay,Free Travel,29
2021-02,F5 Neutral Bay,School Student,309
2021-02,F5 Neutral Bay,Senior/Pensioner,5909
2021-02,F5 Neutral Bay,Sgl Trip Ferry Adult,121
2021-02,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,58
2021-02,F6 Mosman Bay,Adult,15314
2021-02,F6 Mosman Bay,CTP,9847
2021-02,F6 Mosman Bay,Child/Youth,763
2021-02,F6 Mosman Bay,Concession,1215
2021-02,F6 Mosman Bay,Employee,179
2021-02,F6 Mosman Bay,Free Travel,93
2021-02,F6 Mosman Bay,School Student,400
2021-02,F6 Mosman Bay,Senior/Pensioner,8009
2021-02,F6 Mosman Bay,Sgl Trip Ferry Adult,225
2021-02,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,114
2021-02,F7 Double Bay,Adult,4003
2021-02,F7 Double Bay,CTP,4226
2021-02,F7 Double Bay,Child/Youth,207
2021-02,F7 Double Bay,Concession,186
2021-02,F7 Double Bay,Employee,23
2021-02,F7 Double Bay,Free Travel,4
2021-02,F7 Double Bay,School Student,11
2021-02,F7 Double Bay,Senior/Pensioner,2145
2021-02,F7 Double Bay,Sgl Trip Ferry Adult,51
2021-02,F7 Double Bay,Sgl Trip Ferry Child/Youth,18
2021-02,F8 Cockatoo Island,Adult,12009
2021-02,F8 Cockatoo Island,CTP,7801
2021-02,F8 Cockatoo Island,Child/Youth,1828
2021-02,F8 Cockatoo Island,Concession,663
2021-02,F8 Cockatoo Island,Employee,181
2021-02,F8 Cockatoo Island,Free Travel,31
2021-02,F8 Cockatoo Island,School Student,893
2021-02,F8 Cockatoo Island,Senior/Pensioner,5823
2021-02,F8 Cockatoo Island,Sgl Trip Ferry Adult,192
2021-02,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,81
2021-02,F9 Watsons Bay,Adult,24887
2021-02,F9 Watsons Bay,CTP,21714
2021-02,F9 Watsons Bay,Child/Youth,1957
2021-02,F9 Watsons Bay,Concession,1888
2021-02,F9 Watsons Bay,Employee,283
2021-02,F9 Watsons Bay,Free Travel,64
2021-02,F9 Watsons Bay,School Student,406
2021-02,F9 Watsons Bay,Senior/Pensioner,11532
2021-02,F9 Watsons Bay,Sgl Trip Ferry Adult,461
2021-02,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,165
2021-03,118 Newcastle,Adult,11110
2021-03,118 Newcastle,CTP,9900
2021-03,118 Newcastle,Child/Youth,1444
2021-03,118 Newcastle,Concession,1051
2021-03,118 Newcastle,Employee,418
2021-03,118 Newcastle,Free Travel,377
2021-03,118 Newcastle,School Student,1407
2021-03,118 Newcastle,Senior/Pensioner,8941
2021-03,F1 Manly,Adult,53140
2021-03,F1 Manly,CTP,32862
2021-03,F1 Manly,Child/Youth,8092
2021-03,F1 Manly,Concession,4568
2021-03,F1 Manly,Day Pass without SAF,10
2021-03,F1 Manly,Employee,992
2021-03,F1 Manly,Free Travel,386
2021-03,F1 Manly,School Student,924
2021-03,F1 Manly,Senior/Pensioner,38085
2021-03,F1 Manly,Sgl Trip Ferry Adult,1897
2021-03,F1 Manly,Sgl Trip Ferry Child/Youth,814
2021-03,F2 Taronga Zoo,Adult,15924
2021-03,F2 Taronga Zoo,CTP,10650
2021-03,F2 Taronga Zoo,Child/Youth,3798
2021-03,F2 Taronga Zoo,Concession,1484
2021-03,F2 Taronga Zoo,Employee,168
2021-03,F2 Taronga Zoo,Free Travel,79
2021-03,F2 Taronga Zoo,School Student,655
2021-03,F2 Taronga Zoo,Senior/Pensioner,7892
2021-03,F2 Taronga Zoo,Sgl Trip Ferry Adult,750
2021-03,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,406
2021-03,F3 Parramatta River,Adult,53778
2021-03,F3 Parramatta River,CTP,31621
2021-03,F3 Parramatta River,Child/Youth,5421
2021-03,F3 Parramatta River,Concession,2708
2021-03,F3 Parramatta River,Day Pass without SAF,4
2021-03,F3 Parramatta River,Employee,661
2021-03,F3 Parramatta River,Free Travel,184
2021-03,F3 Parramatta River,School Student,3331
2021-03,F3 Parramatta River,Senior/Pensioner,21338
2021-03,F3 Parramatta River,Sgl Trip Ferry Adult,789
2021-03,F3 Parramatta River,Sgl Trip Ferry Child/Youth,420
2021-03,F4 Pyrmont Bay,Adult,31871
2021-03,F4 Pyrmont Bay,CTP,24697
2021-03,F4 Pyrmont Bay,Child/Youth,5977
2021-03,F4 Pyrmont Bay,Concession,1780
2021-03,F4 Pyrmont Bay,Employee,960
2021-03,F4 Pyrmont Bay,Free Travel,173
2021-03,F4 Pyrmont Bay,School Student,1943
2021-03,F4 Pyrmont Bay,Senior/Pensioner,18920
2021-03,F4 Pyrmont Bay,Sgl Trip Ferry Adult,1422
2021-03,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,761
2021-03,F5 Neutral Bay,Adult,11013
2021-03,F5 Neutral Bay,CTP,7881
2021-03,F5 Neutral Bay,Child/Youth,609
2021-03,F5 Neutral Bay,Concession,980
2021-03,F5 Neutral Bay,Day Pass without SAF,1
2021-03,F5 Neutral Bay,Employee,139
2021-03,F5 Neutral Bay,Free Travel,46
2021-03,F5 Neutral Bay,School Student,346
2021-03,F5 Neutral Bay,Senior/Pensioner,6598
2021-03,F5 Neutral Bay,Sgl Trip Ferry Adult,181
2021-03,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,71
2021-03,F6 Mosman Bay,Adult,17386
2021-03,F6 Mosman Bay,CTP,10706
2021-03,F6 Mosman Bay,Child/Youth,834
2021-03,F6 Mosman Bay,Concession,1404
2021-03,F6 Mosman Bay,Employee,160
2021-03,F6 Mosman Bay,Free Travel,94
2021-03,F6 Mosman Bay,School Student,433
2021-03,F6 Mosman Bay,Senior/Pensioner,9702
2021-03,F6 Mosman Bay,Sgl Trip Ferry Adult,308
2021-03,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,135
2021-03,F7 Double Bay,Adult,4051
2021-03,F7 Double Bay,CTP,4504
2021-03,F7 Double Bay,Child/Youth,173
2021-03,F7 Double Bay,Concession,226
2021-03,F7 Double Bay,Employee,24
2021-03,F7 Double Bay,Free Travel,7
2021-03,F7 Double Bay,School Student,14
2021-03,F7 Double Bay,Senior/Pensioner,2204
2021-03,F7 Double Bay,Sgl Trip Ferry Adult,74
2021-03,F7 Double Bay,Sgl Trip Ferry Child/Youth,31
2021-03,F8 Cockatoo Island,Adult,13485
2021-03,F8 Cockatoo Island,CTP,8744
2021-03,F8 Cockatoo Island,Child/Youth,3036
2021-03,F8 Cockatoo Island,Concession,691
2021-03,F8 Cockatoo Island,Employee,166
2021-03,F8 Cockatoo Island,Free Travel,59
2021-03,F8 Cockatoo Island,School Student,1012
2021-03,F8 Cockatoo Island,Senior/Pensioner,6762
2021-03,F8 Cockatoo Island,Sgl Trip Ferry Adult,227
2021-03,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,126
2021-03,F9 Watsons Bay,Adult,25928
2021-03,F9 Watsons Bay,CTP,24294
2021-03,F9 Watsons Bay,Child/Youth,1681
2021-03,F9 Watsons Bay,Concession,1950
2021-03,F9 Watsons Bay,Day Pass without SAF,1
2021-03,F9 Watsons Bay,Employee,303
2021-03,F9 Watsons Bay,Free Travel,87
2021-03,F9 Watsons Bay,School Student,426
2021-03,F9 Watsons Bay,Senior/Pensioner,12817
2021-03,F9 Watsons Bay,Sgl Trip Ferry Adult,600
2021-03,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,250
2021-04,118 Newcastle,Adult,13587
2021-04,118 Newcastle,CTP,13109
2021-04,118 Newcastle,Child/Youth,4176
2021-04,118 Newcastle,Concession,847
2021-04,118 Newcastle,Employee,463
2021-04,118 Newcastle,Free Travel,434
2021-04,118 Newcastle,School Student,576
2021-04,118 Newcastle,Senior/Pensioner,10717
2021-04,F1 Manly,Adult,80591
2021-04,F1 Manly,CTP,55638
2021-04,F1 Manly,Child/Youth,26471
2021-04,F1 Manly,Concession,4713
2021-04,F1 Manly,Day Pass without SAF,5
2021-04,F1 Manly,Employee,1177
2021-04,F1 Manly,Free Travel,599
2021-04,F1 Manly,School Student,363
2021-04,F1 Manly,Senior/Pensioner,50533
2021-04,F1 Manly,Sgl Trip Ferry Adult,5321
2021-04,F1 Manly,Sgl Trip Ferry Child/Youth,4355
2021-04,F2 Taronga Zoo,Adult,35832
2021-04,F2 Taronga Zoo,CTP,22966
2021-04,F2 Taronga Zoo,Child/Youth,16278
2021-04,F2 Taronga Zoo,Concession,1963
2021-04,F2 Taronga Zoo,Day Pass without SAF,2
2021-04,F2 Taronga Zoo,Employee,330
2021-04,F2 Taronga Zoo,Free Travel,130
2021-04,F2 Taronga Zoo,School Student,304
2021-04,F2 Taronga Zoo,Senior/Pensioner,12964
2021-04,F2 Taronga Zoo,Sgl Trip Ferry Adult,3148
2021-04,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,2766
2021-04,F3 Parramatta River,Adult,68153
2021-04,F3 Parramatta River,CTP,42442
2021-04,F3 Parramatta River,Child/Youth,15717
2021-04,F3 Parramatta River,Concession,2952
2021-04,F3 Parramatta River,Day Pass without SAF,2
2021-04,F3 Parramatta River,Employee,1024
2021-04,F3 Parramatta River,Free Travel,253
2021-04,F3 Parramatta River,School Student,1469
2021-04,F3 Parramatta River,Senior/Pensioner,29920
2021-04,F3 Parramatta River,Sgl Trip Ferry Adult,2756
2021-04,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2153
2021-04,F4 Pyrmont Bay,Adult,52134
2021-04,F4 Pyrmont Bay,CTP,40866
2021-04,F4 Pyrmont Bay,Child/Youth,17057
2021-04,F4 Pyrmont Bay,Concession,2355
2021-04,F4 Pyrmont Bay,Day Pass without SAF,2
2021-04,F4 Pyrmont Bay,Employee,1025
2021-04,F4 Pyrmont Bay,Free Travel,258
2021-04,F4 Pyrmont Bay,School Student,967
2021-04,F4 Pyrmont Bay,Senior/Pensioner,27333
2021-04,F4 Pyrmont Bay,Sgl Trip Ferry Adult,4188
2021-04,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,3300
2021-04,F5 Neutral Bay,Adult,12433
2021-04,F5 Neutral Bay,CTP,9324
2021-04,F5 Neutral Bay,Child/Youth,1716
2021-04,F5 Neutral Bay,Concession,751
2021-04,F5 Neutral Bay,Day Pass without SAF,2
2021-04,F5 Neutral Bay,Employee,125
2021-04,F5 Neutral Bay,Free Travel,43
2021-04,F5 Neutral Bay,School Student,136
2021-04,F5 Neutral Bay,Senior/Pensioner,7585
2021-04,F5 Neutral Bay,Sgl Trip Ferry Adult,375
2021-04,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,316
2021-04,F6 Mosman Bay,Adult,19327
2021-04,F6 Mosman Bay,CTP,12493
2021-04,F6 Mosman Bay,Child/Youth,2533
2021-04,F6 Mosman Bay,Concession,1185
2021-04,F6 Mosman Bay,Employee,202
2021-04,F6 Mosman Bay,Free Travel,82
2021-04,F6 Mosman Bay,School Student,199
2021-04,F6 Mosman Bay,Senior/Pensioner,11240
2021-04,F6 Mosman Bay,Sgl Trip Ferry Adult,693
2021-04,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,577
2021-04,F7 Double Bay,Adult,5187
2021-04,F7 Double Bay,CTP,5904
2021-04,F7 Double Bay,Child/Youth,788
2021-04,F7 Double Bay,Concession,213
2021-04,F7 Double Bay,Employee,33
2021-04,F7 Double Bay,Free Travel,14
2021-04,F7 Double Bay,School Student,10
2021-04,F7 Double Bay,Senior/Pensioner,2850
2021-04,F7 Double Bay,Sgl Trip Ferry Adult,205
2021-04,F7 Double Bay,Sgl Trip Ferry Child/Youth,137
2021-04,F8 Cockatoo Island,Adult,15856
2021-04,F8 Cockatoo Island,CTP,10875
2021-04,F8 Cockatoo Island,Child/Youth,4189
2021-04,F8 Cockatoo Island,Concession,775
2021-04,F8 Cockatoo Island,Employee,210
2021-04,F8 Cockatoo Island,Free Travel,56
2021-04,F8 Cockatoo Island,School Student,542
2021-04,F8 Cockatoo Island,Senior/Pensioner,7923
2021-04,F8 Cockatoo Island,Sgl Trip Ferry Adult,507
2021-04,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,415
2021-04,F9 Watsons Bay,Adult,37128
2021-04,F9 Watsons Bay,CTP,33418
2021-04,F9 Watsons Bay,Child/Youth,7966
2021-04,F9 Watsons Bay,Concession,1736
2021-04,F9 Watsons Bay,Day Pass without SAF,2
2021-04,F9 Watsons Bay,Employee,393
2021-04,F9 Watsons Bay,Free Travel,105
2021-04,F9 Watsons Bay,School Student,298
2021-04,F9 Watsons Bay,Senior/Pensioner,17684
2021-04,F9 Watsons Bay,Sgl Trip Ferry Adult,1542
2021-04,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,1125
2021-05,118 Newcastle,Adult,11180
2021-05,118 Newcastle,CTP,11479
2021-05,118 Newcastle,Child/Youth,1789
2021-05,118 Newcastle,Concession,904
2021-05,118 Newcastle,Employee,388
2021-05,118 Newcastle,Free Travel,409
2021-05,118 Newcastle,School Student,1030
2021-05,118 Newcastle,Senior/Pensioner,9523
2021-05,F1 Manly,Adult,49280
2021-05,F1 Manly,CTP,34954
2021-05,F1 Manly,Child/Youth,6049
2021-05,F1 Manly,Concession,3503
2021-05,F1 Manly,Day Pass without SAF,1
2021-05,F1 Manly,Employee,1128
2021-05,F1 Manly,Free Travel,390
2021-05,F1 Manly,School Student,642
2021-05,F1 Manly,Senior/Pensioner,37324
2021-05,F1 Manly,Sgl Trip Ferry Adult,2331
2021-05,F1 Manly,Sgl Trip Ferry Child/Youth,1057
2021-05,F2 Taronga Zoo,Adult,21462
