Year_Month,Route,Card_type,Trip
2017-02,F5 Neutral Bay,Sgl Trip Ferry Adult,979
2017-02,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,126
2017-02,F6 Mosman Bay,Adult,54777
2017-02,F6 Mosman Bay,Child/Youth,2108
2017-02,F6 Mosman Bay,Concession,1823
2017-02,F6 Mosman Bay,Employee,328
2017-02,F6 Mosman Bay,Free Travel,123
2017-02,F6 Mosman Bay,School Student,68
2017-02,F6 Mosman Bay,Senior/Pensioner,13119
2017-02,F6 Mosman Bay,Sgl Trip Ferry Adult,1192
2017-02,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,143
2017-02,F7 Eastern Suburbs,Adult,98118
2017-02,F7 Eastern Suburbs,Child/Youth,4462
2017-02,F7 Eastern Suburbs,Concession,1991
2017-02,F7 Eastern Suburbs,Employee,408
2017-02,F7 Eastern Suburbs,Free Travel,150
2017-02,F7 Eastern Suburbs,School Student,78
2017-02,F7 Eastern Suburbs,Senior/Pensioner,15455
2017-02,F7 Eastern Suburbs,Sgl Trip Ferry Adult,2985
2017-02,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,297
2017-03,118 Newcastle,Adult,21938
2017-03,118 Newcastle,Child/Youth,2831
2017-03,118 Newcastle,Concession,1012
2017-03,118 Newcastle,Employee,418
2017-03,118 Newcastle,Free Travel,274
2017-03,118 Newcastle,School Student,604
2017-03,118 Newcastle,Senior/Pensioner,8341
2017-03,F1 Manly,Adult,298774
2017-03,F1 Manly,Child/Youth,20449
2017-03,F1 Manly,Concession,12002
2017-03,F1 Manly,Employee,1802
2017-03,F1 Manly,Free Travel,636
2017-03,F1 Manly,School Student,407
2017-03,F1 Manly,Senior/Pensioner,55497
2017-03,F1 Manly,Sgl Trip Ferry Adult,29226
2017-03,F1 Manly,Sgl Trip Ferry Child/Youth,2842
2017-03,F2 Taronga Zoo,Adult,63650
2017-03,F2 Taronga Zoo,Child/Youth,7956
2017-03,F2 Taronga Zoo,Concession,2283
2017-03,F2 Taronga Zoo,Employee,283
2017-03,F2 Taronga Zoo,Free Travel,105
2017-03,F2 Taronga Zoo,School Student,14
2017-03,F2 Taronga Zoo,Senior/Pensioner,8994
2017-03,F2 Taronga Zoo,Sgl Trip Ferry Adult,4693
2017-03,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,811
2017-03,F3 Parramatta River,Adult,190518
2017-03,F3 Parramatta River,Child/Youth,13629
2017-03,F3 Parramatta River,Concession,5400
2017-03,F3 Parramatta River,Employee,816
2017-03,F3 Parramatta River,Free Travel,320
2017-03,F3 Parramatta River,School Student,607
2017-03,F3 Parramatta River,Senior/Pensioner,36656
2017-03,F3 Parramatta River,Sgl Trip Ferry Adult,7918
2017-03,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1282
2017-03,F4 Darling Harbour,Adult,108762
2017-03,F4 Darling Harbour,Child/Youth,10803
2017-03,F4 Darling Harbour,Concession,2448
2017-03,F4 Darling Harbour,Employee,648
2017-03,F4 Darling Harbour,Free Travel,205
2017-03,F4 Darling Harbour,School Student,230
2017-03,F4 Darling Harbour,Senior/Pensioner,21344
2017-03,F4 Darling Harbour,Sgl Trip Ferry Adult,8245
2017-03,F4 Darling Harbour,Sgl Trip Ferry Child/Youth,1216
2017-03,F5 Neutral Bay,Adult,38572
2017-03,F5 Neutral Bay,Child/Youth,1236
2017-03,F5 Neutral Bay,Concession,1460
2017-03,F5 Neutral Bay,Employee,214
2017-03,F5 Neutral Bay,Free Travel,46
2017-03,F5 Neutral Bay,School Student,73
2017-03,F5 Neutral Bay,Senior/Pensioner,9623
2017-03,F5 Neutral Bay,Sgl Trip Ferry Adult,950
2017-03,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,109
2017-03,F6 Mosman Bay,Adult,59411
2017-03,F6 Mosman Bay,Child/Youth,2160
2017-03,F6 Mosman Bay,Concession,2555
2017-03,F6 Mosman Bay,Employee,325
2017-03,F6 Mosman Bay,Free Travel,131
2017-03,F6 Mosman Bay,School Student,48
2017-03,F6 Mosman Bay,Senior/Pensioner,14250
2017-03,F6 Mosman Bay,Sgl Trip Ferry Adult,1187
2017-03,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,163
2017-03,F7 Eastern Suburbs,Adult,100934
2017-03,F7 Eastern Suburbs,Child/Youth,4544
2017-03,F7 Eastern Suburbs,Concession,2287
2017-03,F7 Eastern Suburbs,Employee,388
2017-03,F7 Eastern Suburbs,Free Travel,140
2017-03,F7 Eastern Suburbs,School Student,86
2017-03,F7 Eastern Suburbs,Senior/Pensioner,14900
2017-03,F7 Eastern Suburbs,Sgl Trip Ferry Adult,3210
2017-03,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,351
2017-04,118 Newcastle,Adult,24187
2017-04,118 Newcastle,Child/Youth,6475
2017-04,118 Newcastle,Concession,1046
2017-04,118 Newcastle,Employee,588
2017-04,118 Newcastle,Free Travel,354
2017-04,118 Newcastle,School Student,331
2017-04,118 Newcastle,Senior/Pensioner,9867
2017-04,F1 Manly,Adult,319851
2017-04,F1 Manly,Child/Youth,44275
2017-04,F1 Manly,Concession,11285
2017-04,F1 Manly,Employee,1737
2017-04,F1 Manly,Free Travel,688
2017-04,F1 Manly,School Student,136
2017-04,F1 Manly,Senior/Pensioner,63771
2017-04,F1 Manly,Sgl Trip Ferry Adult,29252
2017-04,F1 Manly,Sgl Trip Ferry Child/Youth,6017
2017-04,F2 Taronga Zoo,Adult,87694
2017-04,F2 Taronga Zoo,Child/Youth,21441
2017-04,F2 Taronga Zoo,Concession,2743
2017-04,F2 Taronga Zoo,Employee,357
2017-04,F2 Taronga Zoo,Free Travel,94
2017-04,F2 Taronga Zoo,School Student,6
2017-04,F2 Taronga Zoo,Senior/Pensioner,11761
2017-04,F2 Taronga Zoo,Sgl Trip Ferry Adult,5619
2017-04,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1791
2017-04,F3 Parramatta River,Adult,198703
2017-04,F3 Parramatta River,Child/Youth,29850
2017-04,F3 Parramatta River,Concession,5534
2017-04,F3 Parramatta River,Employee,888
2017-04,F3 Parramatta River,Free Travel,391
2017-04,F3 Parramatta River,School Student,186
2017-04,F3 Parramatta River,Senior/Pensioner,41181
2017-04,F3 Parramatta River,Sgl Trip Ferry Adult,9031
2017-04,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2958
2017-04,F4 Darling Harbour,Adult,129759
2017-04,F4 Darling Harbour,Child/Youth,30734
2017-04,F4 Darling Harbour,Concession,3023
2017-04,F4 Darling Harbour,Employee,737
2017-04,F4 Darling Harbour,Free Travel,297
2017-04,F4 Darling Harbour,School Student,93
2017-04,F4 Darling Harbour,Senior/Pensioner,25757
2017-04,F4 Darling Harbour,Sgl Trip Ferry Adult,9477
2017-04,F4 Darling Harbour,Sgl Trip Ferry Child/Youth,2798
2017-04,F5 Neutral Bay,Adult,34281
2017-04,F5 Neutral Bay,Child/Youth,2457
2017-04,F5 Neutral Bay,Concession,1190
2017-04,F5 Neutral Bay,Employee,175
2017-04,F5 Neutral Bay,Free Travel,59
2017-04,F5 Neutral Bay,School Student,32
2017-04,F5 Neutral Bay,Senior/Pensioner,9494
2017-04,F5 Neutral Bay,Sgl Trip Ferry Adult,1132
2017-04,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,274
2017-04,F6 Mosman Bay,Adult,50989
2017-04,F6 Mosman Bay,Child/Youth,4184
2017-04,F6 Mosman Bay,Concession,1892
2017-04,F6 Mosman Bay,Employee,294
2017-04,F6 Mosman Bay,Free Travel,130
2017-04,F6 Mosman Bay,School Student,30
2017-04,F6 Mosman Bay,Senior/Pensioner,13687
2017-04,F6 Mosman Bay,Sgl Trip Ferry Adult,1307
2017-04,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,443
2017-04,F7 Eastern Suburbs,Adult,107883
2017-04,F7 Eastern Suburbs,Child/Youth,10519
2017-04,F7 Eastern Suburbs,Concession,2250
2017-04,F7 Eastern Suburbs,Employee,396
2017-04,F7 Eastern Suburbs,Free Travel,186
2017-04,F7 Eastern Suburbs,School Student,25
2017-04,F7 Eastern Suburbs,Senior/Pensioner,18064
2017-04,F7 Eastern Suburbs,Sgl Trip Ferry Adult,3475
2017-04,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,857
2017-05,118 Newcastle,Adult,23942
2017-05,118 Newcastle,Child/Youth,2977
2017-05,118 Newcastle,Concession,1165
2017-05,118 Newcastle,Employee,599
2017-05,118 Newcastle,Free Travel,439
2017-05,118 Newcastle,School Student,1004
2017-05,118 Newcastle,Senior/Pensioner,10073
2017-05,F1 Manly,Adult,245223
2017-05,F1 Manly,Child/Youth,16527
2017-05,F1 Manly,Concession,10321
2017-05,F1 Manly,Employee,1724
2017-05,F1 Manly,Free Travel,773
2017-05,F1 Manly,School Student,341
2017-05,F1 Manly,Senior/Pensioner,60417
2017-05,F1 Manly,Sgl Trip Ferry Adult,19700
2017-05,F1 Manly,Sgl Trip Ferry Child/Youth,2133
2017-05,F2 Taronga Zoo,Adult,65219
2017-05,F2 Taronga Zoo,Child/Youth,9485
2017-05,F2 Taronga Zoo,Concession,2690
2017-05,F2 Taronga Zoo,Employee,351
2017-05,F2 Taronga Zoo,Free Travel,125
2017-05,F2 Taronga Zoo,School Student,11
2017-05,F2 Taronga Zoo,Senior/Pensioner,11876
2017-05,F2 Taronga Zoo,Sgl Trip Ferry Adult,3772
2017-05,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,680
2017-05,F3 Parramatta River,Adult,189411
2017-05,F3 Parramatta River,Child/Youth,14681
2017-05,F3 Parramatta River,Concession,5459
2017-05,F3 Parramatta River,Employee,1026
2017-05,F3 Parramatta River,Free Travel,378
2017-05,F3 Parramatta River,School Student,561
2017-05,F3 Parramatta River,Senior/Pensioner,40323
2017-05,F3 Parramatta River,Sgl Trip Ferry Adult,6254
2017-05,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1138
2017-05,F4 Darling Harbour,Adult,98158
2017-05,F4 Darling Harbour,Child/Youth,11002
2017-05,F4 Darling Harbour,Concession,2441
2017-05,F4 Darling Harbour,Employee,730
2017-05,F4 Darling Harbour,Free Travel,262
2017-05,F4 Darling Harbour,School Student,252
2017-05,F4 Darling Harbour,Senior/Pensioner,24002
2017-05,F4 Darling Harbour,Sgl Trip Ferry Adult,6388
2017-05,F4 Darling Harbour,Sgl Trip Ferry Child/Youth,1045
2017-05,F5 Neutral Bay,Adult,36557
2017-05,F5 Neutral Bay,Child/Youth,1413
2017-05,F5 Neutral Bay,Concession,1526
2017-05,F5 Neutral Bay,Employee,251
2017-05,F5 Neutral Bay,Free Travel,71
2017-05,F5 Neutral Bay,School Student,108
2017-05,F5 Neutral Bay,Senior/Pensioner,10529
2017-05,F5 Neutral Bay,Sgl Trip Ferry Adult,821
2017-05,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,132
2017-05,F6 Mosman Bay,Adult,57556
2017-05,F6 Mosman Bay,Child/Youth,2726
2017-05,F6 Mosman Bay,Concession,2514
2017-05,F6 Mosman Bay,Employee,335
2017-05,F6 Mosman Bay,Free Travel,115
2017-05,F6 Mosman Bay,School Student,62
2017-05,F6 Mosman Bay,Senior/Pensioner,15073
2017-05,F6 Mosman Bay,Sgl Trip Ferry Adult,968
2017-05,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,172
2017-05,F7 Eastern Suburbs,Adult,96252
2017-05,F7 Eastern Suburbs,Child/Youth,4732
2017-05,F7 Eastern Suburbs,Concession,2084
2017-05,F7 Eastern Suburbs,Employee,412
2017-05,F7 Eastern Suburbs,Free Travel,192
2017-05,F7 Eastern Suburbs,School Student,96
2017-05,F7 Eastern Suburbs,Senior/Pensioner,17361
2017-05,F7 Eastern Suburbs,Sgl Trip Ferry Adult,2387
2017-05,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,307
2017-06,118 Newcastle,Adult,20362
2017-06,118 Newcastle,Child/Youth,2823
2017-06,118 Newcastle,Concession,910
2017-06,118 Newcastle,Employee,451
2017-06,118 Newcastle,Free Travel,325
2017-06,118 Newcastle,School Student,690
2017-06,118 Newcastle,Senior/Pensioner,8213
2017-06,F1 Manly,Adult,221866
2017-06,F1 Manly,Child/Youth,24594
2017-06,F1 Manly,Concession,8716
2017-06,F1 Manly,Employee,1619
2017-06,F1 Manly,Free Travel,723
2017-06,F1 Manly,School Student,257
2017-06,F1 Manly,Senior/Pensioner,54381
2017-06,F1 Manly,Sgl Trip Ferry Adult,18371
2017-06,F1 Manly,Sgl Trip Ferry Child/Youth,3630
2017-06,F2 Taronga Zoo,Adult,82994
2017-06,F2 Taronga Zoo,Child/Youth,15823
2017-06,F2 Taronga Zoo,Concession,3595
2017-06,F2 Taronga Zoo,Employee,418
2017-06,F2 Taronga Zoo,Free Travel,113
2017-06,F2 Taronga Zoo,School Student,19
2017-06,F2 Taronga Zoo,Senior/Pensioner,12765
2017-06,F2 Taronga Zoo,Sgl Trip Ferry Adult,5451
2017-06,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1631
2017-06,F3 Parramatta River,Adult,179531
2017-06,F3 Parramatta River,Child/Youth,18697
2017-06,F3 Parramatta River,Concession,4850
2017-06,F3 Parramatta River,Employee,913
2017-06,F3 Parramatta River,Free Travel,365
2017-06,F3 Parramatta River,School Student,402
2017-06,F3 Parramatta River,Senior/Pensioner,37940
2017-06,F3 Parramatta River,Sgl Trip Ferry Adult,6743
2017-06,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1818
2017-06,F4 Darling Harbour,Adult,115869
2017-06,F4 Darling Harbour,Child/Youth,20254
2017-06,F4 Darling Harbour,Concession,3571
2017-06,F4 Darling Harbour,Employee,815
2017-06,F4 Darling Harbour,Free Travel,279
2017-06,F4 Darling Harbour,School Student,186
2017-06,F4 Darling Harbour,Senior/Pensioner,27831
2017-06,F4 Darling Harbour,Sgl Trip Ferry Adult,7823
2017-06,F4 Darling Harbour,Sgl Trip Ferry Child/Youth,2128
2017-06,F5 Neutral Bay,Adult,33804
2017-06,F5 Neutral Bay,Child/Youth,2126
2017-06,F5 Neutral Bay,Concession,1265
2017-06,F5 Neutral Bay,Employee,243
2017-06,F5 Neutral Bay,Free Travel,80
2017-06,F5 Neutral Bay,School Student,82
2017-06,F5 Neutral Bay,Senior/Pensioner,9515
2017-06,F5 Neutral Bay,Sgl Trip Ferry Adult,840
2017-06,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,234
2017-06,F6 Mosman Bay,Adult,53648
2017-06,F6 Mosman Bay,Child/Youth,4012
2017-06,F6 Mosman Bay,Concession,1947
2017-06,F6 Mosman Bay,Employee,250
2017-06,F6 Mosman Bay,Free Travel,132
2017-06,F6 Mosman Bay,School Student,56
2017-06,F6 Mosman Bay,Senior/Pensioner,13804
2017-06,F6 Mosman Bay,Sgl Trip Ferry Adult,1111
2017-06,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,352
2017-06,F7 Eastern Suburbs,Adult,83279
2017-06,F7 Eastern Suburbs,Child/Youth,6438
2017-06,F7 Eastern Suburbs,Concession,1819
2017-06,F7 Eastern Suburbs,Employee,455
2017-06,F7 Eastern Suburbs,Free Travel,194
2017-06,F7 Eastern Suburbs,School Student,72
2017-06,F7 Eastern Suburbs,Senior/Pensioner,16386
2017-06,F7 Eastern Suburbs,Sgl Trip Ferry Adult,2610
2017-06,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,638
2017-07,118 Newcastle,Adult,24075
2017-07,118 Newcastle,Child/Youth,6577
2017-07,118 Newcastle,Concession,1154
2017-07,118 Newcastle,Employee,586
2017-07,118 Newcastle,Free Travel,570
2017-07,118 Newcastle,School Student,473
2017-07,118 Newcastle,Senior/Pensioner,9872
2017-07,F1 Manly,Adult,272254
2017-07,F1 Manly,CTP,2138
2017-07,F1 Manly,Child/Youth,47132
2017-07,F1 Manly,Concession,9226
2017-07,F1 Manly,Employee,1487
2017-07,F1 Manly,Free Travel,609
2017-07,F1 Manly,School Student,154
2017-07,F1 Manly,Senior/Pensioner,56330
2017-07,F1 Manly,Sgl Trip Ferry Adult,20412
2017-07,F1 Manly,Sgl Trip Ferry Child/Youth,6099
2017-07,F2 Taronga Zoo,Adult,89910
2017-07,F2 Taronga Zoo,Child/Youth,27699
2017-07,F2 Taronga Zoo,Concession,3339
2017-07,F2 Taronga Zoo,Employee,327
2017-07,F2 Taronga Zoo,Free Travel,103
2017-07,F2 Taronga Zoo,School Student,5
2017-07,F2 Taronga Zoo,Senior/Pensioner,11888
2017-07,F2 Taronga Zoo,Sgl Trip Ferry Adult,7869
2017-07,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,3125
2017-07,F3 Parramatta River,Adult,180933
2017-07,F3 Parramatta River,Child/Youth,28307
2017-07,F3 Parramatta River,Concession,4380
2017-07,F3 Parramatta River,Employee,915
2017-07,F3 Parramatta River,Free Travel,387
2017-07,F3 Parramatta River,School Student,208
2017-07,F3 Parramatta River,Senior/Pensioner,37952
2017-07,F3 Parramatta River,Sgl Trip Ferry Adult,9098
2017-07,F3 Parramatta River,Sgl Trip Ferry Child/Youth,3684
2017-07,F4 Darling Harbour,Adult,110265
2017-07,F4 Darling Harbour,Child/Youth,28760
2017-07,F4 Darling Harbour,Concession,2868
2017-07,F4 Darling Harbour,Employee,578
2017-07,F4 Darling Harbour,Free Travel,250
2017-07,F4 Darling Harbour,School Student,98
2017-07,F4 Darling Harbour,Senior/Pensioner,23518
2017-07,F4 Darling Harbour,Sgl Trip Ferry Adult,9884
2017-07,F4 Darling Harbour,Sgl Trip Ferry Child/Youth,4035
2017-07,F5 Neutral Bay,Adult,33352
2017-07,F5 Neutral Bay,Child/Youth,3015
2017-07,F5 Neutral Bay,Concession,1256
2017-07,F5 Neutral Bay,Employee,208
2017-07,F5 Neutral Bay,Free Travel,66
2017-07,F5 Neutral Bay,School Student,41
2017-07,F5 Neutral Bay,Senior/Pensioner,9317
2017-07,F5 Neutral Bay,Sgl Trip Ferry Adult,1591
2017-07,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,587
2017-07,F6 Mosman Bay,Adult,51745
2017-07,F6 Mosman Bay,Child/Youth,4721
2017-07,F6 Mosman Bay,Concession,1578
2017-07,F6 Mosman Bay,Employee,265
2017-07,F6 Mosman Bay,Free Travel,127
2017-07,F6 Mosman Bay,School Student,31
2017-07,F6 Mosman Bay,Senior/Pensioner,13229
2017-07,F6 Mosman Bay,Sgl Trip Ferry Adult,1912
2017-07,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,775
2017-07,F7 Eastern Suburbs,Adult,95637
2017-07,F7 Eastern Suburbs,Child/Youth,11678
2017-07,F7 Eastern Suburbs,Concession,2368
2017-07,F7 Eastern Suburbs,Employee,364
2017-07,F7 Eastern Suburbs,Free Travel,216
2017-07,F7 Eastern Suburbs,School Student,33
2017-07,F7 Eastern Suburbs,Senior/Pensioner,18159
2017-07,F7 Eastern Suburbs,Sgl Trip Ferry Adult,5057
2017-07,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,1792
2017-08,118 Newcastle,Adult,21691
2017-08,118 Newcastle,Child/Youth,2843
2017-08,118 Newcastle,Concession,1494
2017-08,118 Newcastle,Employee,439
2017-08,118 Newcastle,Free Travel,583
2017-08,118 Newcastle,School Student,1035
2017-08,118 Newcastle,Senior/Pensioner,9399
2017-08,F1 Manly,Adult,228534
2017-08,F1 Manly,CTP,1976
2017-08,F1 Manly,Child/Youth,23707
2017-08,F1 Manly,Concession,10080
2017-08,F1 Manly,Day Pass Child/Youth w/o SAF,1
2017-08,F1 Manly,Day Pass without SAF,1
2017-08,F1 Manly,Employee,1370
2017-08,F1 Manly,Free Travel,597
2017-08,F1 Manly,School Student,357
2017-08,F1 Manly,Senior/Pensioner,50414
2017-08,F1 Manly,Sgl Trip Ferry Adult,18255
2017-08,F1 Manly,Sgl Trip Ferry Child/Youth,3731
2017-08,F2 Taronga Zoo,Adult,70689
2017-08,F2 Taronga Zoo,Child/Youth,14440
2017-08,F2 Taronga Zoo,Concession,2788
2017-08,F2 Taronga Zoo,Employee,282
2017-08,F2 Taronga Zoo,Free Travel,84
2017-08,F2 Taronga Zoo,School Student,5
2017-08,F2 Taronga Zoo,Senior/Pensioner,9975
2017-08,F2 Taronga Zoo,Sgl Trip Ferry Adult,7199
2017-08,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1963
2017-08,F3 Parramatta River,Adult,172682
2017-08,F3 Parramatta River,Child/Youth,15267
2017-08,F3 Parramatta River,Concession,4568
2017-08,F3 Parramatta River,Day Pass without SAF,2
2017-08,F3 Parramatta River,Employee,947
2017-08,F3 Parramatta River,Free Travel,317
2017-08,F3 Parramatta River,School Student,426
2017-08,F3 Parramatta River,Senior/Pensioner,35917
2017-08,F3 Parramatta River,Sgl Trip Ferry Adult,7241
2017-08,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1715
2017-08,F4 Darling Harbour,Adult,90553
2017-08,F4 Darling Harbour,Child/Youth,12671
2017-08,F4 Darling Harbour,Concession,2161
2017-08,F4 Darling Harbour,Day Pass without SAF,1
2017-08,F4 Darling Harbour,Employee,504
2017-08,F4 Darling Harbour,Free Travel,191
2017-08,F4 Darling Harbour,School Student,193
2017-08,F4 Darling Harbour,Senior/Pensioner,19750
2017-08,F4 Darling Harbour,Sgl Trip Ferry Adult,7811
2017-08,F4 Darling Harbour,Sgl Trip Ferry Child/Youth,1889
2017-08,F5 Neutral Bay,Adult,32334
2017-08,F5 Neutral Bay,Child/Youth,1512
2017-08,F5 Neutral Bay,Concession,1456
2017-08,F5 Neutral Bay,Day Pass without SAF,1
2017-08,F5 Neutral Bay,Employee,226
2017-08,F5 Neutral Bay,Free Travel,48
2017-08,F5 Neutral Bay,School Student,83
2017-08,F5 Neutral Bay,Senior/Pensioner,9066
2017-08,F5 Neutral Bay,Sgl Trip Ferry Adult,1368
2017-08,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,316
2017-08,F6 Mosman Bay,Adult,52497
2017-08,F6 Mosman Bay,Child/Youth,2736
2017-08,F6 Mosman Bay,Concession,2669
2017-08,F6 Mosman Bay,Employee,267
2017-08,F6 Mosman Bay,Free Travel,84
2017-08,F6 Mosman Bay,School Student,55
2017-08,F6 Mosman Bay,Senior/Pensioner,13496
2017-08,F6 Mosman Bay,Sgl Trip Ferry Adult,1603
2017-08,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,408
2017-08,F7 Eastern Suburbs,Adult,90520
2017-08,F7 Eastern Suburbs,Child/Youth,6076
2017-08,F7 Eastern Suburbs,Concession,2060
2017-08,F7 Eastern Suburbs,Day Pass Child/Youth w/o SAF,2
2017-08,F7 Eastern Suburbs,Employee,388
2017-08,F7 Eastern Suburbs,Free Travel,141
2017-08,F7 Eastern Suburbs,School Student,52
2017-08,F7 Eastern Suburbs,Senior/Pensioner,16113
2017-08,F7 Eastern Suburbs,Sgl Trip Ferry Adult,4154
2017-08,F7 Eastern Suburbs,Sgl Trip Ferry Child/Youth,986
2017-09,118 Newcastle,Adult,24143
2017-09,118 Newcastle,Child/Youth,4792
2017-09,118 Newcastle,Concession,1238
2017-09,118 Newcastle,Employee,410
2017-09,118 Newcastle,Free Travel,453
2017-09,118 Newcastle,School Student,841
2017-09,118 Newcastle,Senior/Pensioner,9467
2017-09,F1 Manly,Adult,261275
2017-09,F1 Manly,CTP,2049
2017-09,F1 Manly,Child/Youth,39387
2017-09,F1 Manly,Concession,10464
2017-09,F1 Manly,Day Pass without SAF,1
2017-09,F1 Manly,Employee,1669
2017-09,F1 Manly,Free Travel,714
2017-09,F1 Manly,School Student,221
2017-09,F1 Manly,Senior/Pensioner,57828
2017-09,F1 Manly,Sgl Trip Ferry Adult,20041
2017-09,F1 Manly,Sgl Trip Ferry Child/Youth,3583
2017-09,F2 Taronga Zoo,Adult,72632
2017-09,F2 Taronga Zoo,Child/Youth,17100
2017-09,F2 Taronga Zoo,Concession,2789
2017-09,F2 Taronga Zoo,Employee,331
2017-09,F2 Taronga Zoo,Free Travel,114
2017-09,F2 Taronga Zoo,School Student,6
2017-09,F2 Taronga Zoo,Senior/Pensioner,11032
2017-09,F2 Taronga Zoo,Sgl Trip Ferry Adult,7137
2017-09,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,2001
2017-09,F3 Parramatta River,Adult,176203
2017-09,F3 Parramatta River,Child/Youth,20529
2017-09,F3 Parramatta River,Concession,5545
2017-09,F3 Parramatta River,Employee,998
2017-09,F3 Parramatta River,Free Travel,352
2017-09,F3 Parramatta River,School Student,320
2017-09,F3 Parramatta River,Senior/Pensioner,36145
2017-09,F3 Parramatta River,Sgl Trip Ferry Adult,7933
2017-09,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2322
2017-09,F4 Darling Harbour,Adult,96219
2017-09,F4 Darling Harbour,Child/Youth,17728
2017-09,F4 Darling Harbour,Concession,2319
2017-09,F4 Darling Harbour,Employee,504
2017-09,F4 Darling Harbour,Free Travel,207
2017-09,F4 Darling Harbour,School Student,111
2017-09,F4 Darling Harbour,Senior/Pensioner,20407
